,sentiments_x1
1538,Not Valid
1539,Not Valid
1540,0.8683934211730957
1541,0.022272884845733643
1542,Not Valid
1543,Not Valid
1544,Not Valid
1545,Not Valid
1546,Not Valid
1547,Not Valid
1548,Not Valid
1549,Not Valid
1550,Not Valid
1551,0.8954134583473206
1552,Not Valid
1553,Not Valid
1554,Not Valid
1555,Not Valid
1556,Not Valid
1557,Not Valid
1558,Not Valid
1559,Not Valid
1560,Not Valid
1561,0.1483834981918335
1562,Not Valid
1563,Not Valid
1564,Not Valid
1565,Not Valid
1566,Not Valid
1567,Not Valid
1568,Not Valid
1569,Not Valid
1570,0.17351600527763367
1571,Not Valid
1572,Not Valid
1573,Not Valid
1574,Not Valid
1575,0.9690573215484619
1576,Not Valid
1577,0.8311216831207275
1578,Not Valid
1579,Not Valid
1580,Not Valid
1581,Not Valid
1582,Not Valid
1583,Not Valid
1584,0.8123030662536621
1585,Not Valid
1586,Not Valid
1587,Not Valid
1588,Not Valid
1589,Not Valid
1590,Not Valid
1591,Not Valid
1592,Not Valid
1593,0.8727799654006958
1594,0.898054838180542
1595,Not Valid
1596,0.02314382791519165
1597,0.9604275226593018
1598,Not Valid
1599,Not Valid
1600,0.7459433078765869
1601,Not Valid
1602,0.9597907066345215
1603,Not Valid
1604,0.8714971542358398
1605,0.5
1606,0.9463980197906494
1607,Not Valid
1608,Not Valid
1609,Not Valid
1610,Not Valid
1611,Not Valid
1612,Not Valid
1613,Not Valid
1614,Not Valid
1615,Not Valid
1616,Not Valid
1617,0.05552932620048523
1618,Not Valid
1619,Not Valid
1620,Not Valid
1621,Not Valid
1622,0.06678691506385803
1623,0.19627663493156433
1624,Not Valid
1625,0.16794279217720032
1626,0.12711620330810547
1627,Not Valid
1628,Not Valid
1629,Not Valid
1630,Not Valid
1631,0.8389900922775269
1632,Not Valid
1633,Not Valid
1634,Not Valid
1635,0.8540389537811279
1636,Not Valid
1637,Not Valid
1638,Not Valid
1639,Not Valid
1640,Not Valid
1641,Not Valid
1642,Not Valid
1643,0.985227108001709
1644,Not Valid
1645,Not Valid
1646,Not Valid
1647,Not Valid
1648,Not Valid
1649,Not Valid
1650,Not Valid
1651,Not Valid
1652,Not Valid
1653,Not Valid
1654,Not Valid
1655,Not Valid
1656,Not Valid
1657,Not Valid
1658,Not Valid
1659,Not Valid
1660,Not Valid
1661,Not Valid
1662,0.1840338408946991
1663,0.801031231880188
1664,Not Valid
1665,0.043441981077194214
1666,0.1367095708847046
1667,0.048255860805511475
1668,0.06344395875930786
1669,Not Valid
1670,0.01024523377418518
1671,0.2132900357246399
1672,0.039644330739974976
1673,0.12266257405281067
1674,0.9607902765274048
1675,Not Valid
1676,Not Valid
1677,Not Valid
1678,Not Valid
1679,0.0005600452423095703
1680,Not Valid
1681,0.13902679085731506
1682,Not Valid
1683,0.03573864698410034
1684,Not Valid
1685,Not Valid
1686,Not Valid
1687,0.9572826027870178
1688,Not Valid
1689,Not Valid
1690,Not Valid
1691,0.24171915650367737
1692,0.14278721809387207
1693,Not Valid
1694,Not Valid
1695,Not Valid
1696,Not Valid
1697,Not Valid
1698,Not Valid
1699,Not Valid
1700,Not Valid
1701,Not Valid
1702,Not Valid
1703,Not Valid
1704,Not Valid
1705,Not Valid
1706,Not Valid
1707,Not Valid
1708,Not Valid
1709,Not Valid
1710,Not Valid
1711,Not Valid
1712,Not Valid
1713,Not Valid
1714,Not Valid
1715,Not Valid
1716,Not Valid
1717,Not Valid
1718,Not Valid
1719,Not Valid
1720,Not Valid
1721,0.8575805425643921
1722,Not Valid
1723,Not Valid
1724,Not Valid
1725,Not Valid
1726,0.9521591663360596
1727,Not Valid
1728,Not Valid
1729,Not Valid
1730,Not Valid
1731,Not Valid
1732,Not Valid
1733,0.9316991567611694
1734,Not Valid
1735,Not Valid
1736,Not Valid
1737,Not Valid
1738,Not Valid
1739,Not Valid
1740,0.8220599889755249
1741,Not Valid
1742,Not Valid
1743,Not Valid
1744,Not Valid
1745,0.9510014057159424
1746,0.023205161094665527
1747,0.7961810827255249
1748,Not Valid
1749,Not Valid
1750,0.9307052493095398
1751,Not Valid
1752,Not Valid
1753,Not Valid
1754,0.9301876425743103
1755,Not Valid
1756,Not Valid
1757,Not Valid
1758,Not Valid
1759,0.9504076242446899
1760,0.9592074155807495
1761,Not Valid
1762,Not Valid
1763,Not Valid
1764,Not Valid
1765,0.9259311556816101
1766,0.00993722677230835
1767,Not Valid
1768,Not Valid
1769,0.8326289653778076
1770,Not Valid
1771,0.8299975395202637
1772,Not Valid
1773,Not Valid
1774,Not Valid
1775,Not Valid
1776,Not Valid
1777,0.0003566443920135498
1778,Not Valid
1779,Not Valid
1780,Not Valid
1781,Not Valid
1782,Not Valid
1783,Not Valid
1784,0.8428785800933838
1785,Not Valid
1786,Not Valid
1787,Not Valid
1788,Not Valid
1789,Not Valid
1790,Not Valid
1791,Not Valid
1792,Not Valid
1793,Not Valid
1794,Not Valid
1795,Not Valid
1796,Not Valid
1797,Not Valid
1798,Not Valid
1799,Not Valid
1800,Not Valid
1801,Not Valid
1802,Not Valid
1803,Not Valid
1804,0.9297051429748535
1805,Not Valid
1806,Not Valid
1807,Not Valid
1808,Not Valid
1809,0.04318094253540039
1810,Not Valid
1811,Not Valid
1812,0.1052674651145935
1813,Not Valid
1814,0.02557888627052307
1815,0.04198482632637024
1816,0.11256790161132812
1817,Not Valid
1818,Not Valid
1819,Not Valid
1820,Not Valid
1821,Not Valid
1822,Not Valid
1823,Not Valid
1824,Not Valid
1825,0.07918480038642883
1826,Not Valid
1827,Not Valid
1828,Not Valid
1829,Not Valid
1830,Not Valid
1831,0.15505748987197876
1832,Not Valid
1833,Not Valid
1834,Not Valid
1835,Not Valid
1836,Not Valid
1837,Not Valid
1838,Not Valid
1839,Not Valid
1840,Not Valid
1841,0.9724504351615906
1842,Not Valid
1843,Not Valid
1844,Not Valid
1845,Not Valid
1846,Not Valid
1847,Not Valid
1848,Not Valid
1849,0.13744521141052246
1850,0.9077695608139038
1851,Not Valid
1852,Not Valid
1853,Not Valid
1854,Not Valid
1855,0.00626179575920105
1856,0.05999094247817993
1857,Not Valid
1858,Not Valid
1859,Not Valid
1860,0.7545381784439087
1861,0.9483493566513062
1862,Not Valid
1863,Not Valid
1864,0.08998256921768188
1865,Not Valid
1866,Not Valid
1867,0.757469892501831
1868,Not Valid
1869,0.13427722454071045
1870,Not Valid
1871,Not Valid
1872,Not Valid
1873,0.08081144094467163
1874,Not Valid
1875,Not Valid
1876,0.9530867338180542
1877,0.11981719732284546
1878,Not Valid
1879,Not Valid
1880,Not Valid
1881,Not Valid
1882,Not Valid
1883,0.17255404591560364
1884,Not Valid
1885,Not Valid
1886,Not Valid
1887,Not Valid
1888,0.002387136220932007
1889,Not Valid
1890,Not Valid
1891,Not Valid
1892,Not Valid
1893,Not Valid
1894,Not Valid
1895,Not Valid
1896,Not Valid
1897,Not Valid
1898,Not Valid
1899,Not Valid
1900,Not Valid
1901,Not Valid
1902,0.2223522961139679
1903,Not Valid
1904,Not Valid
1905,Not Valid
1906,Not Valid
1907,Not Valid
1908,Not Valid
1909,Not Valid
1910,Not Valid
1911,Not Valid
1912,0.8176193237304688
1913,0.7511189579963684
1914,Not Valid
1915,0.9774101972579956
1916,Not Valid
1917,Not Valid
1918,Not Valid
1919,Not Valid
1920,Not Valid
1921,Not Valid
1922,0.14156612753868103
1923,Not Valid
1924,0.9196324944496155
1925,Not Valid
1926,Not Valid
1927,0.15078502893447876
1928,Not Valid
1929,Not Valid
1930,Not Valid
1931,Not Valid
1932,Not Valid
1933,Not Valid
1934,Not Valid
1935,Not Valid
1936,Not Valid
1937,Not Valid
1938,Not Valid
1939,0.9080593585968018
1940,0.966580867767334
1941,Not Valid
1942,Not Valid
1943,0.15434512495994568
1944,Not Valid
1945,Not Valid
1946,Not Valid
1947,Not Valid
1948,Not Valid
1949,Not Valid
1950,Not Valid
1951,Not Valid
1952,Not Valid
1953,Not Valid
1954,Not Valid
1955,Not Valid
1956,0.0040662288665771484
1957,Not Valid
1958,0.23165559768676758
1959,Not Valid
1960,Not Valid
1961,0.09628695249557495
1962,0.23024693131446838
1963,0.006417363882064819
1964,Not Valid
1965,Not Valid
1966,0.1611672043800354
1967,0.07713568210601807
1968,0.016822010278701782
1969,Not Valid
1970,Not Valid
1971,Not Valid
1972,Not Valid
1973,Not Valid
1974,0.23841232061386108
1975,0.9803934097290039
1976,Not Valid
1977,Not Valid
1978,Not Valid
1979,Not Valid
1980,Not Valid
1981,Not Valid
1982,Not Valid
1983,Not Valid
1984,0.033071160316467285
1985,Not Valid
1986,Not Valid
1987,0.03355863690376282
1988,Not Valid
1989,Not Valid
1990,0.7806212902069092
1991,Not Valid
1992,Not Valid
1993,0.11318102478981018
1994,0.023921430110931396
1995,0.1952146291732788
1996,0.13435083627700806
1997,Not Valid
1998,Not Valid
1999,0.05999094247817993
2000,Not Valid
2001,Not Valid
2002,Not Valid
2003,Not Valid
2004,Not Valid
2005,0.22596076130867004
2006,0.7975794076919556
2007,Not Valid
2008,0.8279769420623779
2009,0.9724609851837158
2010,0.02817198634147644
2011,Not Valid
2012,Not Valid
2013,0.8391170501708984
2014,Not Valid
2015,Not Valid
2016,0.8950232267379761
2017,0.896385669708252
2018,0.8480252027511597
2019,Not Valid
2020,0.9720458388328552
2021,0.06041648983955383
2022,0.09754660725593567
2023,Not Valid
2024,Not Valid
2025,Not Valid
2026,Not Valid
2027,Not Valid
2028,0.7800049781799316
2029,Not Valid
2030,0.7799450159072876
2031,0.9980942010879517
2032,Not Valid
2033,Not Valid
2034,Not Valid
2035,0.8551642894744873
2036,Not Valid
2037,Not Valid
2038,Not Valid
2039,Not Valid
2040,Not Valid
2041,Not Valid
2042,Not Valid
2043,Not Valid
2044,Not Valid
2045,0.04891020059585571
2046,Not Valid
2047,Not Valid
2048,Not Valid
2049,Not Valid
2050,Not Valid
2051,Not Valid
2052,Not Valid
2053,Not Valid
2054,Not Valid
2055,0.9386131167411804
2056,Not Valid
2057,Not Valid
2058,Not Valid
2059,Not Valid
2060,Not Valid
2061,0.01759156584739685
2062,Not Valid
2063,Not Valid
2064,Not Valid
2065,Not Valid
2066,0.23016896843910217
2067,Not Valid
2068,Not Valid
2069,0.8034441471099854
2070,0.16669687628746033
2071,Not Valid
2072,0.9195231199264526
2073,0.06846699118614197
2074,Not Valid
2075,Not Valid
2076,0.16472366452217102
2077,Not Valid
2078,Not Valid
2079,0.8992214202880859
2080,0.9100682735443115
2081,Not Valid
2082,Not Valid
2083,Not Valid
2084,0.1546468734741211
2085,Not Valid
2086,0.760029673576355
2087,Not Valid
2088,0.0378878116607666
2089,Not Valid
2090,Not Valid
2091,Not Valid
2092,Not Valid
2093,Not Valid
2094,Not Valid
2095,Not Valid
2096,0.8832185864448547
2097,Not Valid
2098,0.9218031167984009
2099,0.9974894523620605
2100,Not Valid
2101,0.8618558645248413
2102,Not Valid
2103,0.9661176204681396
2104,Not Valid
2105,Not Valid
2106,Not Valid
2107,Not Valid
2108,0.9276812076568604
2109,0.8979207277297974
2110,0.1585831344127655
2111,0.7734872102737427
2112,0.21638530492782593
2113,Not Valid
2114,Not Valid
2115,Not Valid
2116,0.1075620949268341
2117,0.057367950677871704
2118,0.03853404521942139
2119,Not Valid
2120,Not Valid
2121,Not Valid
2122,Not Valid
2123,Not Valid
2124,Not Valid
2125,Not Valid
2126,0.09837737679481506
2127,Not Valid
2128,Not Valid
2129,Not Valid
2130,Not Valid
2131,Not Valid
2132,Not Valid
2133,0.9907864332199097
2134,Not Valid
2135,Not Valid
2136,Not Valid
2137,Not Valid
2138,Not Valid
2139,Not Valid
2140,0.865128219127655
2141,Not Valid
2142,0.015651673078536987
2143,Not Valid
2144,Not Valid
2145,Not Valid
2146,0.13981622457504272
2147,Not Valid
2148,Not Valid
2149,Not Valid
2150,Not Valid
2151,0.21862220764160156
2152,0.02288118004798889
2153,Not Valid
2154,0.5
2155,Not Valid
2156,Not Valid
2157,0.18222033977508545
2158,0.8387649059295654
2159,Not Valid
2160,Not Valid
2161,Not Valid
2162,Not Valid
2163,Not Valid
2164,Not Valid
2165,Not Valid
2166,0.09273895621299744
2167,Not Valid
2168,Not Valid
2169,Not Valid
2170,Not Valid
2171,0.12194040417671204
2172,Not Valid
2173,Not Valid
2174,Not Valid
2175,Not Valid
2176,Not Valid
2177,Not Valid
2178,Not Valid
2179,0.997726559638977
2180,Not Valid
2181,Not Valid
2182,Not Valid
2183,Not Valid
2184,Not Valid
2185,Not Valid
2186,Not Valid
2187,0.7972171306610107
2188,Not Valid
2189,0.9136672019958496
2190,Not Valid
2191,Not Valid
2192,Not Valid
2193,Not Valid
2194,Not Valid
2195,0.14735516905784607
2196,Not Valid
2197,0.02555367350578308
2198,Not Valid
2199,Not Valid
2200,Not Valid
2201,Not Valid
2202,Not Valid
2203,Not Valid
2204,Not Valid
2205,Not Valid
2206,0.8042789697647095
2207,Not Valid
2208,Not Valid
2209,0.9536055326461792
2210,0.9916931390762329
2211,Not Valid
2212,0.011608302593231201
2213,Not Valid
2214,Not Valid
2215,Not Valid
2216,Not Valid
2217,Not Valid
2218,Not Valid
2219,Not Valid
2220,Not Valid
2221,Not Valid
2222,Not Valid
2223,Not Valid
2224,Not Valid
2225,Not Valid
2226,0.9403511881828308
2227,Not Valid
2228,Not Valid
2229,0.10827210545539856
2230,Not Valid
2231,Not Valid
2232,0.016402244567871094
2233,Not Valid
2234,Not Valid
2235,Not Valid
2236,0.0032851099967956543
2237,Not Valid
2238,0.8716890215873718
2239,Not Valid
2240,Not Valid
2241,Not Valid
2242,0.9902106523513794
2243,0.9694163799285889
2244,Not Valid
2245,Not Valid
2246,0.8370015621185303
2247,Not Valid
2248,0.2054605782032013
2249,0.06415712833404541
2250,0.12171408534049988
2251,Not Valid
2252,Not Valid
2253,Not Valid
2254,Not Valid
2255,Not Valid
2256,0.062261879444122314
2257,Not Valid
2258,0.21863731741905212
2259,Not Valid
2260,Not Valid
2261,Not Valid
2262,0.9116615056991577
2263,Not Valid
2264,Not Valid
2265,Not Valid
2266,Not Valid
2267,Not Valid
2268,0.9880532026290894
2269,Not Valid
2270,0.16022661328315735
2271,0.008900761604309082
2272,0.1701757311820984
2273,0.04482725262641907
2274,Not Valid
2275,0.02314382791519165
2276,Not Valid
2277,0.017119139432907104
2278,0.01839771866798401
2279,0.9022178649902344
2280,0.9960830807685852
2281,0.035054028034210205
2282,Not Valid
2283,0.2035636007785797
2284,0.03396731615066528
2285,Not Valid
2286,Not Valid
2287,0.9678576588630676
2288,0.019822269678115845
2289,0.038460999727249146
2290,Not Valid
2291,Not Valid
2292,0.03747186064720154
2293,Not Valid
2294,0.9675372838973999
2295,Not Valid
2296,0.1244719922542572
2297,Not Valid
2298,Not Valid
2299,Not Valid
2300,0.8174054622650146
2301,Not Valid
2302,Not Valid
2303,Not Valid
2304,Not Valid
2305,Not Valid
2306,Not Valid
2307,Not Valid
2308,Not Valid
2309,Not Valid
2310,Not Valid
2311,0.22270318865776062
2312,Not Valid
2313,Not Valid
2314,Not Valid
2315,0.9984808564186096
2316,Not Valid
2317,Not Valid
2318,Not Valid
2319,Not Valid
2320,0.946999192237854
2321,Not Valid
2322,Not Valid
2323,0.23560193181037903
2324,Not Valid
2325,0.8293242454528809
2326,Not Valid
2327,0.7558882832527161
2328,0.9487996101379395
2329,Not Valid
2330,0.03362679481506348
2331,0.8943820595741272
2332,Not Valid
2333,Not Valid
2334,0.9091659188270569
2335,Not Valid
2336,Not Valid
2337,0.07119318842887878
2338,0.21150091290473938
2339,Not Valid
2340,Not Valid
2341,Not Valid
2342,Not Valid
2343,0.12485197186470032
2344,Not Valid
2345,0.8203281164169312
2346,Not Valid
2347,0.1936543583869934
2348,Not Valid
2349,Not Valid
2350,0.050413697957992554
2351,0.22740086913108826
2352,Not Valid
2353,Not Valid
2354,Not Valid
2355,0.0067491233348846436
2356,Not Valid
2357,Not Valid
2358,0.12178465723991394
2359,Not Valid
2360,Not Valid
2361,Not Valid
2362,Not Valid
2363,0.7750272154808044
2364,Not Valid
2365,Not Valid
2366,Not Valid
2367,0.9164226055145264
2368,0.25060683488845825
2369,Not Valid
2370,0.012286722660064697
2371,Not Valid
2372,Not Valid
2373,0.035451799631118774
2374,Not Valid
2375,Not Valid
2376,Not Valid
2377,Not Valid
2378,Not Valid
2379,0.018687844276428223
2380,Not Valid
2381,Not Valid
2382,Not Valid
2383,Not Valid
2384,Not Valid
2385,0.7311699986457825
2386,0.05445989966392517
2387,Not Valid
2388,Not Valid
2389,Not Valid
2390,0.7721610069274902
2391,Not Valid
2392,Not Valid
2393,Not Valid
2394,Not Valid
2395,0.06553992629051208
2396,Not Valid
2397,0.7811205983161926
2398,0.77634596824646
2399,Not Valid
2400,Not Valid
2401,0.12387919425964355
2402,0.958930492401123
2403,Not Valid
2404,Not Valid
2405,0.5
2406,Not Valid
2407,Not Valid
2408,Not Valid
2409,Not Valid
2410,Not Valid
2411,Not Valid
2412,0.061534225940704346
2413,Not Valid
2414,Not Valid
2415,0.2119452953338623
2416,0.1367722451686859
2417,0.9280767440795898
2418,0.8777570724487305
2419,Not Valid
2420,Not Valid
2421,Not Valid
2422,Not Valid
2423,Not Valid
2424,0.23843848705291748
2425,Not Valid
2426,0.21782711148262024
2427,Not Valid
2428,Not Valid
2429,0.9970079660415649
2430,Not Valid
2431,Not Valid
2432,Not Valid
2433,0.8303072452545166
2434,0.0690285861492157
2435,Not Valid
2436,Not Valid
2437,0.014736741781234741
2438,Not Valid
2439,Not Valid
2440,Not Valid
2441,Not Valid
2442,0.9704299569129944
2443,Not Valid
2444,Not Valid
2445,Not Valid
2446,Not Valid
2447,0.03670579195022583
2448,Not Valid
2449,Not Valid
2450,Not Valid
2451,Not Valid
2452,Not Valid
2453,Not Valid
2454,0.00626179575920105
2455,0.9140654802322388
2456,Not Valid
2457,Not Valid
2458,Not Valid
2459,Not Valid
2460,Not Valid
2461,0.5
2462,Not Valid
2463,Not Valid
2464,0.9861128330230713
2465,Not Valid
2466,0.07136765122413635
2467,0.9773942828178406
2468,Not Valid
2469,Not Valid
2470,Not Valid
2471,Not Valid
2472,0.013018518686294556
2473,Not Valid
2474,Not Valid
2475,Not Valid
2476,Not Valid
2477,Not Valid
2478,Not Valid
2479,Not Valid
2480,Not Valid
2481,0.10180211067199707
2482,0.9570086002349854
2483,Not Valid
2484,Not Valid
2485,Not Valid
2486,0.9948864579200745
2487,Not Valid
2488,Not Valid
2489,0.9658141136169434
2490,0.1037064790725708
2491,Not Valid
2492,0.06055957078933716
2493,Not Valid
2494,Not Valid
2495,Not Valid
2496,0.9973399639129639
2497,0.5
2498,Not Valid
2499,Not Valid
2500,0.9663492441177368
2501,Not Valid
2502,Not Valid
2503,Not Valid
2504,Not Valid
2505,0.8014925718307495
2506,Not Valid
2507,Not Valid
2508,Not Valid
2509,0.1620001196861267
2510,Not Valid
2511,Not Valid
2512,Not Valid
2513,0.9525225758552551
2514,Not Valid
2515,0.25794729590415955
2516,Not Valid
2517,Not Valid
2518,Not Valid
2519,Not Valid
2520,Not Valid
2521,0.047191351652145386
2522,0.17001646757125854
2523,Not Valid
2524,Not Valid
2525,0.016496717929840088
2526,0.002559959888458252
2527,Not Valid
2528,0.9404200315475464
2529,0.19294238090515137
2530,0.9869782328605652
2531,Not Valid
2532,0.041900038719177246
2533,0.0243338942527771
2534,Not Valid
2535,0.19503486156463623
2536,0.9914755821228027
2537,0.8294298648834229
2538,0.1203797459602356
2539,Not Valid
2540,Not Valid
2541,Not Valid
2542,Not Valid
2543,Not Valid
2544,Not Valid
2545,Not Valid
2546,Not Valid
2547,Not Valid
2548,0.20960524678230286
2549,Not Valid
2550,Not Valid
2551,Not Valid
2552,Not Valid
2553,Not Valid
2554,Not Valid
2555,0.9910796880722046
2556,Not Valid
2557,Not Valid
2558,Not Valid
2559,Not Valid
2560,Not Valid
2561,Not Valid
2562,Not Valid
2563,Not Valid
2564,Not Valid
2565,0.22815898060798645
2566,Not Valid
2567,Not Valid
2568,Not Valid
2569,0.01848161220550537
2570,0.759400486946106
2571,Not Valid
2572,Not Valid
2573,Not Valid
2574,Not Valid
2575,Not Valid
2576,0.9600553512573242
2577,0.839739978313446
2578,Not Valid
2579,0.0031566619873046875
2580,Not Valid
2581,0.20867919921875
2582,Not Valid
2583,0.9060920476913452
2584,0.9075509309768677
2585,Not Valid
2586,Not Valid
2587,Not Valid
2588,Not Valid
2589,Not Valid
2590,Not Valid
2591,Not Valid
2592,Not Valid
2593,Not Valid
2594,0.08548128604888916
2595,Not Valid
2596,Not Valid
2597,Not Valid
2598,0.7649369835853577
2599,0.8949702978134155
2600,0.03659862279891968
2601,Not Valid
2602,Not Valid
2603,Not Valid
2604,Not Valid
2605,Not Valid
2606,0.8283053636550903
2607,Not Valid
2608,Not Valid
2609,0.16502559185028076
2610,Not Valid
2611,0.5
2612,Not Valid
2613,Not Valid
2614,Not Valid
2615,0.06419208645820618
2616,Not Valid
2617,Not Valid
2618,Not Valid
2619,Not Valid
2620,Not Valid
2621,Not Valid
2622,Not Valid
2623,0.8666616082191467
2624,0.008878529071807861
2625,0.20611679553985596
2626,0.9349871277809143
2627,0.11915242671966553
2628,0.21569034457206726
2629,Not Valid
2630,Not Valid
2631,Not Valid
2632,Not Valid
2633,Not Valid
2634,0.7377942800521851
2635,Not Valid
2636,Not Valid
2637,0.022880584001541138
2638,Not Valid
2639,0.16660946607589722
2640,0.03544512391090393
2641,0.09268158674240112
2642,0.8202508687973022
2643,Not Valid
2644,0.7978557348251343
2645,0.2444998323917389
2646,Not Valid
2647,0.9942548274993896
2648,Not Valid
2649,Not Valid
2650,Not Valid
2651,Not Valid
2652,0.024288415908813477
2653,0.0024854838848114014
2654,Not Valid
2655,0.15569055080413818
2656,Not Valid
2657,Not Valid
2658,Not Valid
2659,Not Valid
2660,Not Valid
2661,Not Valid
2662,0.9862680435180664
2663,Not Valid
2664,Not Valid
2665,Not Valid
2666,Not Valid
2667,Not Valid
2668,0.020614206790924072
2669,0.8169634938240051
2670,0.9768682718276978
2671,Not Valid
2672,0.9707820415496826
2673,Not Valid
2674,Not Valid
2675,Not Valid
2676,Not Valid
2677,Not Valid
2678,Not Valid
2679,Not Valid
2680,Not Valid
2681,Not Valid
2682,Not Valid
2683,Not Valid
2684,0.9328126311302185
2685,0.747858464717865
2686,Not Valid
2687,Not Valid
2688,Not Valid
2689,Not Valid
2690,Not Valid
2691,Not Valid
2692,Not Valid
2693,Not Valid
2694,Not Valid
2695,Not Valid
2696,0.06204923987388611
2697,Not Valid
2698,Not Valid
2699,Not Valid
2700,Not Valid
2701,Not Valid
2702,0.759855329990387
2703,Not Valid
2704,Not Valid
2705,Not Valid
2706,0.12271362543106079
2707,Not Valid
2708,Not Valid
2709,Not Valid
2710,Not Valid
2711,Not Valid
2712,Not Valid
2713,Not Valid
2714,Not Valid
2715,Not Valid
2716,Not Valid
2717,Not Valid
2718,0.9950045347213745
2719,Not Valid
2720,Not Valid
2721,Not Valid
2722,Not Valid
2723,0.9556727409362793
2724,0.7805240154266357
2725,Not Valid
2726,Not Valid
2727,Not Valid
2728,Not Valid
2729,0.5
2730,Not Valid
2731,0.8593296408653259
2732,Not Valid
2733,Not Valid
2734,0.12029176950454712
2735,Not Valid
2736,0.0192795991897583
2737,Not Valid
2738,0.08501237630844116
2739,Not Valid
2740,Not Valid
2741,Not Valid
2742,0.13253918290138245
2743,Not Valid
2744,Not Valid
2745,Not Valid
2746,Not Valid
2747,Not Valid
2748,Not Valid
2749,Not Valid
2750,Not Valid
2751,Not Valid
2752,Not Valid
2753,Not Valid
2754,Not Valid
2755,Not Valid
2756,0.062336623668670654
2757,Not Valid
2758,Not Valid
2759,Not Valid
2760,0.03967675566673279
2761,0.8748126029968262
2762,Not Valid
2763,Not Valid
2764,Not Valid
2765,Not Valid
2766,Not Valid
2767,0.8624826669692993
2768,0.8412092924118042
2769,Not Valid
2770,Not Valid
2771,Not Valid
2772,Not Valid
2773,Not Valid
2774,Not Valid
2775,Not Valid
2776,Not Valid
2777,Not Valid
2778,Not Valid
2779,0.18772339820861816
2780,Not Valid
2781,Not Valid
2782,Not Valid
2783,0.7594579458236694
2784,0.21611034870147705
2785,Not Valid
2786,Not Valid
2787,0.20878836512565613
2788,0.07147857546806335
2789,Not Valid
2790,Not Valid
2791,Not Valid
2792,0.004515230655670166
2793,Not Valid
2794,0.16052162647247314
2795,Not Valid
2796,0.1352003812789917
2797,0.757297694683075
2798,Not Valid
2799,Not Valid
2800,Not Valid
2801,Not Valid
2802,Not Valid
2803,0.11656472086906433
2804,0.04872614145278931
2805,Not Valid
2806,Not Valid
2807,Not Valid
2808,0.008500009775161743
2809,Not Valid
2810,Not Valid
2811,Not Valid
2812,Not Valid
2813,Not Valid
2814,Not Valid
2815,Not Valid
2816,Not Valid
2817,0.026865750551223755
2818,Not Valid
2819,Not Valid
2820,0.5
2821,Not Valid
2822,0.9447752237319946
2823,Not Valid
2824,Not Valid
2825,Not Valid
2826,0.9891717433929443
2827,Not Valid
2828,0.048827409744262695
2829,0.8320822715759277
2830,Not Valid
2831,Not Valid
2832,Not Valid
2833,Not Valid
2834,Not Valid
2835,0.22847643494606018
2836,0.9585572481155396
2837,Not Valid
2838,Not Valid
2839,Not Valid
2840,Not Valid
2841,Not Valid
2842,0.8374699950218201
2843,Not Valid
2844,Not Valid
2845,Not Valid
2846,Not Valid
2847,Not Valid
2848,0.9019207954406738
2849,Not Valid
2850,0.9922018051147461
2851,0.01503676176071167
2852,Not Valid
2853,0.8098315000534058
2854,Not Valid
2855,Not Valid
2856,Not Valid
2857,Not Valid
2858,Not Valid
2859,Not Valid
2860,Not Valid
2861,Not Valid
2862,Not Valid
2863,Not Valid
2864,Not Valid
2865,0.07138854265213013
2866,Not Valid
2867,Not Valid
2868,Not Valid
2869,Not Valid
2870,Not Valid
2871,0.9028208255767822
2872,Not Valid
2873,Not Valid
2874,Not Valid
2875,0.051298439502716064
2876,Not Valid
2877,Not Valid
2878,0.0846666693687439
2879,0.8515294790267944
2880,Not Valid
2881,Not Valid
2882,Not Valid
2883,0.1438576877117157
2884,Not Valid
2885,Not Valid
2886,Not Valid
2887,0.2110101580619812
2888,0.8891822099685669
2889,Not Valid
2890,Not Valid
2891,Not Valid
2892,Not Valid
2893,0.9736876487731934
2894,Not Valid
2895,Not Valid
2896,Not Valid
2897,Not Valid
2898,0.24332928657531738
2899,Not Valid
2900,Not Valid
2901,Not Valid
2902,Not Valid
2903,0.9203249216079712
2904,Not Valid
2905,Not Valid
2906,Not Valid
2907,0.1593138575553894
2908,0.800341784954071
2909,Not Valid
2910,Not Valid
2911,Not Valid
2912,Not Valid
2913,Not Valid
2914,Not Valid
2915,Not Valid
2916,0.23024356365203857
2917,Not Valid
2918,Not Valid
2919,Not Valid
2920,0.9899719953536987
2921,Not Valid
2922,0.19505074620246887
2923,Not Valid
2924,Not Valid
2925,0.8754633665084839
2926,0.22547271847724915
2927,Not Valid
2928,Not Valid
2929,0.2881326973438263
2930,Not Valid
2931,Not Valid
2932,Not Valid
2933,0.20780938863754272
2934,Not Valid
2935,Not Valid
2936,Not Valid
2937,Not Valid
2938,Not Valid
2939,Not Valid
2940,Not Valid
2941,Not Valid
2942,Not Valid
2943,Not Valid
2944,Not Valid
2945,Not Valid
2946,Not Valid
2947,0.061512500047683716
2948,Not Valid
2949,Not Valid
2950,Not Valid
2951,Not Valid
2952,0.19387972354888916
2953,Not Valid
2954,Not Valid
2955,Not Valid
2956,Not Valid
2957,Not Valid
2958,Not Valid
2959,0.11949807405471802
2960,Not Valid
2961,Not Valid
2962,0.008903741836547852
2963,Not Valid
2964,Not Valid
