,0
2341,Not Valid
2342,0.8173187971115112
2343,Not Valid
2344,0.07849577069282532
2345,Not Valid
2346,Not Valid
2347,Not Valid
2348,0.8050550818443298
2349,0.8784904479980469
2350,Not Valid
2351,Not Valid
2352,Not Valid
2353,Not Valid
2354,Not Valid
2355,0.0067491233348846436
2356,Not Valid
2357,0.9607316255569458
2358,Not Valid
2359,Not Valid
2360,0.7884442806243896
2361,0.013720721006393433
2362,Not Valid
2363,Not Valid
2364,0.8100759983062744
2365,Not Valid
2366,Not Valid
2367,0.9164226055145264
2368,Not Valid
2369,0.004597276449203491
2370,Not Valid
2371,Not Valid
2372,Not Valid
2373,Not Valid
2374,0.1838938593864441
2375,0.7799636125564575
2376,Not Valid
2377,Not Valid
2378,0.014020472764968872
2379,Not Valid
2380,0.1809435486793518
2381,Not Valid
2382,0.9498415589332581
2383,Not Valid
2384,0.24157381057739258
2385,Not Valid
2386,Not Valid
2387,0.7212240695953369
2388,0.5
2389,0.09533661603927612
2390,Not Valid
2391,Not Valid
2392,Not Valid
2393,Not Valid
2394,0.8985031843185425
2395,0.06553992629051208
2396,0.1458979845046997
2397,Not Valid
2398,Not Valid
2399,Not Valid
2400,0.24702060222625732
2401,Not Valid
2402,0.958930492401123
2403,Not Valid
2404,0.8283576965332031
2405,Not Valid
2406,0.9166387319564819
2407,0.7800465822219849
2408,0.9616634845733643
2409,0.01691332459449768
2410,Not Valid
2411,Not Valid
2412,Not Valid
2413,Not Valid
2414,Not Valid
2415,Not Valid
2416,Not Valid
2417,0.8435276746749878
2418,0.9623566269874573
2419,0.07546159625053406
2420,0.07502689957618713
2421,0.20821422338485718
2422,0.19841450452804565
2423,0.8459941148757935
2424,0.861860990524292
2425,0.7864174842834473
2426,Not Valid
2427,Not Valid
2428,Not Valid
2429,0.993338942527771
2430,0.1805928647518158
2431,Not Valid
2432,Not Valid
2433,Not Valid
2434,0.5
2435,Not Valid
2436,0.028541594743728638
2437,Not Valid
2438,0.22247526049613953
2439,Not Valid
2440,0.048805564641952515
2441,Not Valid
2442,0.8703065514564514
2443,Not Valid
2444,Not Valid
2445,0.19413578510284424
2446,Not Valid
2447,0.07284867763519287
2448,Not Valid
2449,0.07891875505447388
2450,Not Valid
2451,Not Valid
2452,0.22855985164642334
2453,Not Valid
2454,Not Valid
2455,0.04670703411102295
2456,Not Valid
2457,0.06377363204956055
2458,Not Valid
2459,Not Valid
2460,Not Valid
2461,0.7115690112113953
2462,0.017534315586090088
2463,0.1789940893650055
2464,Not Valid
2465,0.02112671732902527
2466,0.04867979884147644
2467,0.9581326842308044
2468,0.13266411423683167
2469,Not Valid
2470,0.06492012739181519
2471,0.24366915225982666
2472,0.09262245893478394
2473,Not Valid
2474,Not Valid
2475,0.7875548601150513
2476,0.8034783005714417
2477,Not Valid
2478,Not Valid
2479,0.5
2480,0.12639257311820984
2481,Not Valid
2482,Not Valid
2483,0.037862926721572876
2484,0.08687043190002441
2485,0.09244567155838013
2486,Not Valid
2487,0.24391686916351318
2488,Not Valid
2489,Not Valid
2490,Not Valid
2491,0.9739616513252258
2492,0.24875256419181824
2493,Not Valid
2494,Not Valid
2495,0.04013434052467346
2496,Not Valid
2497,Not Valid
2498,0.00626179575920105
2499,0.03074517846107483
2500,Not Valid
2501,Not Valid
2502,0.19891512393951416
2503,0.1060645580291748
2504,Not Valid
2505,0.9916931390762329
2506,0.5
2507,Not Valid
2508,0.005241662263870239
2509,0.20423778891563416
2510,Not Valid
2511,Not Valid
2512,0.9097663164138794
2513,Not Valid
2514,Not Valid
2515,Not Valid
2516,0.5
2517,0.12146615982055664
2518,0.1642075777053833
2519,0.26427555084228516
2520,0.736709475517273
2521,0.7374759912490845
2522,0.9148945808410645
2523,Not Valid
2524,0.9943875074386597
2525,0.016496717929840088
2526,0.05809870362281799
2527,0.04896697402000427
2528,0.9337087869644165
2529,Not Valid
2530,0.9930760860443115
2531,0.5
2532,0.5
2533,Not Valid
2534,Not Valid
2535,0.19344842433929443
2536,0.8833626508712769
2537,Not Valid
2538,Not Valid
2539,Not Valid
2540,Not Valid
2541,Not Valid
2542,Not Valid
2543,Not Valid
2544,0.09411296248435974
2545,0.9974533319473267
2546,0.013218939304351807
2547,Not Valid
2548,Not Valid
2549,Not Valid
2550,0.10597524046897888
2551,Not Valid
2552,0.1352618932723999
2553,Not Valid
2554,0.8655757904052734
2555,Not Valid
2556,0.08039182424545288
2557,Not Valid
2558,0.9916212558746338
2559,0.17238971590995789
2560,0.8276998996734619
2561,Not Valid
2562,Not Valid
2563,0.013507038354873657
2564,Not Valid
2565,0.7644882202148438
2566,0.24888482689857483
2567,0.9889981746673584
2568,0.9292404651641846
2569,0.1554185152053833
2570,0.15413454174995422
2571,0.22547802329063416
2572,0.08085530996322632
2573,0.08396941423416138
2574,0.18385806679725647
2575,0.009412646293640137
2576,0.12231352925300598
2577,Not Valid
2578,0.20388850569725037
2579,0.0031566619873046875
2580,Not Valid
2581,0.8707712888717651
2582,0.9287557601928711
2583,Not Valid
2584,Not Valid
2585,0.5
2586,0.17035642266273499
2587,Not Valid
2588,Not Valid
2589,0.105801522731781
2590,0.7942177653312683
2591,Not Valid
2592,0.1314983367919922
2593,0.18102234601974487
2594,Not Valid
2595,Not Valid
2596,0.13743248581886292
2597,0.5
2598,0.7649369835853577
2599,Not Valid
2600,0.010267108678817749
2601,Not Valid
2602,Not Valid
2603,0.09601300954818726
2604,0.015454202890396118
2605,0.011744946241378784
2606,Not Valid
2607,Not Valid
2608,Not Valid
2609,Not Valid
2610,Not Valid
2611,0.13321781158447266
2612,Not Valid
2613,0.003987550735473633
2614,Not Valid
2615,0.14001703262329102
2616,0.7458881735801697
2617,Not Valid
2618,0.9288123846054077
2619,Not Valid
2620,0.20473328232765198
2621,0.06514516472816467
2622,0.10019791126251221
2623,0.9942548274993896
2624,Not Valid
2625,0.9572311639785767
2626,0.20636433362960815
2627,0.10436204075813293
2628,Not Valid
2629,0.1712626814842224
2630,Not Valid
2631,Not Valid
2632,Not Valid
2633,0.21722206473350525
2634,Not Valid
2635,Not Valid
2636,Not Valid
2637,0.08624491095542908
2638,Not Valid
2639,0.5
2640,0.23257386684417725
2641,Not Valid
2642,Not Valid
2643,0.1904492974281311
2644,Not Valid
2645,Not Valid
2646,Not Valid
2647,Not Valid
2648,Not Valid
2649,Not Valid
2650,Not Valid
2651,0.15395864844322205
2652,Not Valid
2653,Not Valid
2654,0.815031886100769
2655,Not Valid
2656,0.045083075761795044
2657,0.8788249492645264
2658,Not Valid
2659,0.07585063576698303
2660,Not Valid
2661,Not Valid
2662,Not Valid
2663,Not Valid
2664,0.106533944606781
2665,0.7904126048088074
2666,0.8425502181053162
2667,0.5
2668,0.054339975118637085
2669,Not Valid
2670,Not Valid
2671,0.8762682676315308
2672,0.9707820415496826
2673,Not Valid
2674,Not Valid
2675,Not Valid
2676,Not Valid
2677,0.10722854733467102
2678,0.15333154797554016
2679,Not Valid
2680,Not Valid
2681,Not Valid
2682,0.16497567296028137
2683,0.8888679146766663
2684,Not Valid
2685,Not Valid
2686,0.8593214750289917
2687,Not Valid
2688,Not Valid
2689,0.14746087789535522
2690,0.14029157161712646
2691,Not Valid
2692,Not Valid
2693,0.2347606122493744
2694,Not Valid
2695,0.5
2696,0.015053898096084595
2697,0.0879664421081543
2698,0.5
2699,0.0055068135261535645
2700,Not Valid
2701,0.04214036464691162
2702,Not Valid
2703,Not Valid
2704,0.1289362609386444
2705,0.25571927428245544
2706,Not Valid
2707,Not Valid
2708,Not Valid
2709,0.5
2710,Not Valid
2711,Not Valid
2712,0.12022817134857178
2713,0.9378653764724731
2714,0.10588887333869934
2715,0.10521197319030762
2716,0.9921667575836182
2717,0.8348424434661865
2718,Not Valid
2719,Not Valid
2720,0.09371823072433472
2721,Not Valid
2722,Not Valid
2723,Not Valid
2724,Not Valid
2725,0.13371771574020386
2726,0.20913705229759216
2727,Not Valid
2728,Not Valid
2729,0.5
2730,Not Valid
2731,Not Valid
2732,0.07967206835746765
2733,0.1039988100528717
2734,Not Valid
2735,Not Valid
2736,Not Valid
2737,0.6871377825737
2738,Not Valid
2739,0.07186254858970642
2740,0.15139228105545044
2741,Not Valid
2742,Not Valid
2743,0.18595591187477112
2744,0.09330645203590393
2745,Not Valid
2746,0.005649954080581665
2747,0.767609715461731
2748,Not Valid
2749,Not Valid
2750,Not Valid
2751,Not Valid
2752,0.0693177580833435
2753,0.019200801849365234
2754,Not Valid
2755,Not Valid
2756,Not Valid
2757,0.9698948860168457
2758,0.5
2759,0.2473243772983551
2760,Not Valid
2761,Not Valid
2762,0.2225353717803955
2763,Not Valid
2764,Not Valid
2765,Not Valid
2766,Not Valid
2767,0.8624826669692993
2768,Not Valid
2769,0.1582655906677246
2770,Not Valid
2771,0.9135425090789795
2772,Not Valid
2773,0.056568920612335205
2774,Not Valid
2775,0.05687829852104187
2776,0.035191118717193604
2777,Not Valid
2778,Not Valid
2779,Not Valid
2780,0.9644871950149536
2781,Not Valid
2782,0.04142904281616211
2783,0.07094413042068481
2784,0.8017947673797607
2785,Not Valid
2786,Not Valid
2787,Not Valid
2788,Not Valid
2789,0.21567195653915405
2790,0.028951942920684814
2791,Not Valid
2792,0.004515230655670166
2793,0.021812915802001953
2794,0.13564294576644897
2795,0.169595867395401
2796,Not Valid
2797,Not Valid
2798,Not Valid
2799,0.967268705368042
2800,0.8713779449462891
2801,Not Valid
2802,0.11180034279823303
2803,Not Valid
2804,Not Valid
2805,0.7133424878120422
2806,0.20179811120033264
2807,Not Valid
2808,Not Valid
2809,0.5
2810,0.11805623769760132
2811,Not Valid
2812,Not Valid
2813,Not Valid
2814,0.10134163498878479
2815,Not Valid
2816,0.8432871103286743
2817,0.026865750551223755
2818,0.8615338802337646
2819,0.7785047292709351
2820,Not Valid
2821,Not Valid
2822,0.8656105399131775
2823,0.8882774114608765
2824,0.0473484992980957
2825,0.7833011150360107
2826,0.9891717433929443
2827,Not Valid
2828,Not Valid
2829,0.8752371072769165
2830,0.3184589743614197
2831,Not Valid
2832,Not Valid
2833,0.1520150601863861
2834,0.19285041093826294
2835,Not Valid
2836,0.9585572481155396
2837,0.20647111535072327
2838,Not Valid
2839,0.010485917329788208
2840,Not Valid
2841,0.737795889377594
2842,0.8469611406326294
2843,Not Valid
2844,Not Valid
2845,0.09437114000320435
2846,0.993338942527771
2847,0.05293270945549011
2848,0.9019207954406738
2849,0.04767993092536926
2850,0.9922018051147461
2851,0.01503676176071167
2852,Not Valid
2853,Not Valid
2854,0.5
2855,0.022731125354766846
2856,Not Valid
2857,0.5
2858,0.0634392499923706
2859,0.9064619541168213
2860,0.9697791337966919
2861,Not Valid
2862,0.8831933736801147
2863,0.18941056728363037
2864,0.5
2865,0.1255682408809662
2866,Not Valid
2867,0.05504879355430603
2868,Not Valid
2869,Not Valid
2870,0.8065449595451355
2871,0.7012481689453125
2872,0.05025389790534973
2873,0.08205240964889526
2874,0.1075620949268341
2875,0.8386416435241699
2876,0.7537221908569336
2877,0.021876096725463867
2878,Not Valid
2879,0.9184963703155518
2880,0.5
2881,0.1609431803226471
2882,Not Valid
2883,Not Valid
2884,0.5
2885,0.5
2886,Not Valid
2887,Not Valid
2888,0.8346490263938904
2889,Not Valid
2890,Not Valid
2891,0.8392511606216431
2892,0.28702712059020996
2893,Not Valid
2894,0.2350098192691803
2895,0.26267656683921814
2896,0.09517812728881836
2897,0.04756802320480347
2898,0.7777156829833984
2899,Not Valid
2900,Not Valid
2901,0.31558045744895935
2902,0.9741108417510986
2903,0.1697990596294403
2904,0.1529621183872223
2905,Not Valid
2906,Not Valid
2907,Not Valid
2908,0.21656066179275513
2909,0.7486770153045654
2910,0.06268471479415894
2911,0.809834897518158
2912,Not Valid
2913,Not Valid
2914,0.11011269688606262
2915,0.19291532039642334
2916,0.23024356365203857
2917,Not Valid
2918,Not Valid
2919,Not Valid
2920,Not Valid
2921,0.9306977391242981
2922,0.2363194227218628
2923,Not Valid
2924,Not Valid
2925,Not Valid
2926,0.22547271847724915
2927,0.1419437825679779
2928,0.17519494891166687
2929,Not Valid
2930,0.9719730615615845
2931,Not Valid
2932,Not Valid
2933,0.8463059663772583
2934,0.16422513127326965
2935,0.03295901417732239
2936,0.2431105673313141
2937,Not Valid
2938,0.25848841667175293
2939,0.21954244375228882
2940,0.9196732044219971
2941,0.07046660780906677
2942,Not Valid
2943,Not Valid
2944,0.8862318992614746
2945,0.7177743911743164
2946,0.9711621999740601
2947,Not Valid
2948,0.9942548274993896
2949,0.9360767006874084
2950,0.821815013885498
2951,0.10972020030021667
2952,0.2119690477848053
2953,0.004794090986251831
2954,0.8540934324264526
2955,0.08410552144050598
2956,0.022945553064346313
2957,0.9536799192428589
2958,0.08335277438163757
2959,Not Valid
2960,Not Valid
2961,0.27152884006500244
2962,Not Valid
2963,Not Valid
2964,Not Valid
2965,Not Valid
2966,Not Valid
2967,0.758129358291626
2968,Not Valid
2969,Not Valid
2970,Not Valid
2971,Not Valid
2972,Not Valid
2973,Not Valid
2974,Not Valid
2975,0.8703724145889282
2976,0.9044005870819092
2977,0.9722793698310852
2978,Not Valid
2979,Not Valid
2980,0.14774423837661743
2981,Not Valid
2982,0.16547802090644836
2983,0.9187206029891968
2984,Not Valid
2985,0.9970755577087402
2986,Not Valid
2987,Not Valid
2988,Not Valid
2989,0.9180594682693481
2990,Not Valid
2991,0.7520734071731567
2992,0.14771762490272522
2993,Not Valid
2994,Not Valid
2995,0.9033312797546387
2996,Not Valid
2997,0.8859379887580872
2998,0.5
2999,0.030744880437850952
3000,Not Valid
3001,0.9669797420501709
3002,0.04346206784248352
3003,0.011303573846817017
3004,Not Valid
3005,0.242494136095047
3006,0.21487262845039368
3007,Not Valid
3008,0.757332444190979
3009,0.06737929582595825
3010,0.8937920331954956
3011,Not Valid
3012,0.9506045579910278
3013,0.1013268232345581
3014,0.9918808937072754
3015,Not Valid
3016,0.9158799648284912
3017,Not Valid
3018,0.169805645942688
3019,Not Valid
3020,0.5
3021,0.09358248114585876
3022,Not Valid
3023,0.8605450391769409
3024,0.13425299525260925
3025,Not Valid
3026,0.9842793941497803
3027,Not Valid
3028,0.7537052631378174
3029,Not Valid
3030,0.5
3031,0.8807361125946045
3032,Not Valid
3033,0.9400001764297485
3034,0.8377877473831177
3035,0.14864686131477356
3036,0.5
3037,Not Valid
3038,Not Valid
3039,Not Valid
3040,Not Valid
3041,0.7117177248001099
3042,Not Valid
3043,0.1754063069820404
3044,Not Valid
3045,0.954404354095459
3046,0.031132787466049194
3047,0.14496907591819763
3048,Not Valid
3049,Not Valid
3050,0.09922963380813599
3051,0.17465391755104065
3052,0.17109990119934082
3053,Not Valid
3054,0.8295085430145264
3055,Not Valid
3056,0.7745437622070312
3057,0.9374064207077026
3058,Not Valid
3059,0.9675192832946777
3060,0.5
3061,0.18345803022384644
3062,0.12084364891052246
3063,Not Valid
3064,0.5
3065,Not Valid
3066,Not Valid
3067,Not Valid
3068,0.5
3069,Not Valid
3070,Not Valid
3071,Not Valid
3072,0.910290002822876
3073,Not Valid
3074,0.8584556579589844
3075,Not Valid
3076,0.7953149080276489
3077,Not Valid
3078,0.04543334245681763
3079,Not Valid
3080,Not Valid
3081,Not Valid
3082,Not Valid
3083,0.03573402762413025
3084,0.5
3085,0.9988850355148315
3086,0.12737077474594116
3087,Not Valid
3088,Not Valid
3089,0.7229795455932617
3090,0.9289540648460388
3091,0.06808221340179443
3092,Not Valid
3093,Not Valid
3094,Not Valid
3095,0.22018802165985107
3096,0.20472246408462524
3097,0.11232617497444153
3098,0.00626179575920105
3099,Not Valid
3100,Not Valid
3101,0.1328214704990387
3102,0.1263219118118286
3103,Not Valid
3104,Not Valid
3105,Not Valid
3106,0.5
3107,0.11120066046714783
3108,0.03896898031234741
3109,0.9140022993087769
3110,0.16426986455917358
3111,0.24404484033584595
3112,Not Valid
3113,Not Valid
3114,0.01534271240234375
3115,0.2486875355243683
3116,Not Valid
3117,0.13102039694786072
3118,Not Valid
3119,Not Valid
3120,0.9980146884918213
3121,0.15022090077400208
3122,0.10951653122901917
3123,0.29071807861328125
3124,0.11073726415634155
3125,Not Valid
3126,0.29643523693084717
3127,Not Valid
3128,0.9119151830673218
3129,0.07530438899993896
3130,0.1463763415813446
3131,0.876431941986084
3132,0.050950855016708374
3133,0.13163340091705322
3134,Not Valid
3135,Not Valid
3136,Not Valid
3137,0.061956435441970825
3138,Not Valid
3139,Not Valid
3140,0.7984669208526611
3141,Not Valid
3142,0.10486230254173279
3143,0.7506780624389648
3144,Not Valid
3145,Not Valid
3146,0.8535213470458984
3147,0.9383903741836548
3148,0.9604628086090088
3149,0.20704618096351624
3150,0.9701746702194214
3151,Not Valid
3152,Not Valid
3153,Not Valid
3154,Not Valid
3155,0.031152069568634033
3156,0.5
3157,0.9114860892295837
3158,Not Valid
3159,0.7216827273368835
3160,Not Valid
3161,0.9200756549835205
3162,Not Valid
3163,Not Valid
3164,Not Valid
3165,Not Valid
3166,0.5
3167,0.7725450992584229
3168,Not Valid
3169,0.9315556287765503
3170,Not Valid
3171,0.5
3172,Not Valid
3173,0.7468558549880981
3174,0.9079313278198242
3175,0.1917603313922882
3176,Not Valid
3177,0.12557846307754517
3178,0.14124447107315063
3179,Not Valid
3180,Not Valid
3181,0.5
3182,0.9473459720611572
3183,Not Valid
3184,Not Valid
3185,Not Valid
3186,0.7766724824905396
3187,0.7655266523361206
3188,0.1455802023410797
3189,Not Valid
3190,Not Valid
3191,Not Valid
3192,Not Valid
3193,Not Valid
3194,Not Valid
3195,0.9693933725357056
3196,0.005117565393447876
3197,0.13897433876991272
3198,Not Valid
3199,0.017313212156295776
3200,0.7803319692611694
3201,0.9594780802726746
3202,Not Valid
3203,Not Valid
3204,0.09955483675003052
3205,0.9946795701980591
3206,0.5
3207,0.00872090458869934
3208,Not Valid
3209,Not Valid
3210,0.949699342250824
3211,Not Valid
3212,0.11964315176010132
3213,Not Valid
3214,0.5
3215,Not Valid
3216,Not Valid
3217,Not Valid
3218,0.8154677152633667
3219,0.04171118140220642
3220,0.8216837644577026
3221,Not Valid
3222,Not Valid
3223,Not Valid
3224,Not Valid
3225,0.16414892673492432
3226,0.0750967264175415
3227,0.8060227632522583
3228,Not Valid
3229,0.7987476587295532
3230,0.8834980726242065
3231,0.9363715648651123
3232,Not Valid
3233,Not Valid
3234,0.9463071227073669
3235,Not Valid
3236,Not Valid
3237,0.03948923945426941
3238,Not Valid
3239,Not Valid
3240,Not Valid
3241,Not Valid
3242,0.22372135519981384
3243,Not Valid
3244,Not Valid
3245,0.9548033475875854
3246,Not Valid
3247,0.11589953303337097
3248,Not Valid
3249,0.7156938314437866
3250,0.9742547273635864
3251,0.8573725819587708
3252,Not Valid
3253,Not Valid
3254,Not Valid
3255,Not Valid
3256,Not Valid
3257,Not Valid
3258,Not Valid
3259,Not Valid
3260,0.21847739815711975
3261,0.8505344390869141
3262,0.8116529583930969
3263,0.9795842170715332
3264,0.8251105546951294
3265,0.9453939199447632
3266,0.9000170230865479
3267,0.5
3268,Not Valid
3269,0.8273111581802368
3270,Not Valid
3271,Not Valid
3272,0.7850323915481567
3273,0.17767834663391113
3274,0.3049807846546173
3275,Not Valid
3276,0.5
3277,Not Valid
3278,Not Valid
3279,Not Valid
3280,0.12540414929389954
3281,0.19052013754844666
3282,0.036938101053237915
3283,0.03328406810760498
3284,0.03759658336639404
3285,0.21222451329231262
3286,0.5
3287,Not Valid
3288,Not Valid
3289,0.010573148727416992
3290,Not Valid
3291,0.24553528428077698
3292,Not Valid
3293,0.8748998641967773
3294,0.15489399433135986
3295,0.03050348162651062
3296,Not Valid
3297,0.5
3298,0.5
3299,Not Valid
3300,Not Valid
3301,Not Valid
3302,0.8372588157653809
3303,Not Valid
3304,Not Valid
3305,0.18282857537269592
3306,Not Valid
3307,Not Valid
3308,0.894837498664856
3309,Not Valid
3310,Not Valid
3311,Not Valid
3312,0.9534485340118408
3313,0.8897281885147095
3314,0.06012672185897827
3315,Not Valid
3316,0.042741358280181885
3317,0.1999758780002594
3318,Not Valid
3319,Not Valid
3320,Not Valid
3321,Not Valid
3322,Not Valid
3323,Not Valid
3324,0.7541921734809875
3325,Not Valid
3326,0.14099344611167908
3327,0.15359458327293396
3328,Not Valid
3329,Not Valid
3330,0.1383281648159027
3331,0.993338942527771
3332,Not Valid
3333,0.7188234329223633
3334,0.9691259860992432
3335,Not Valid
3336,0.01779019832611084
3337,0.8233507871627808
3338,Not Valid
3339,0.23928478360176086
3340,0.9972801804542542
3341,0.7593673467636108
3342,Not Valid
3343,0.9397748708724976
3344,0.9078822135925293
3345,0.5
3346,Not Valid
3347,0.8284320831298828
3348,Not Valid
3349,0.06099030375480652
3350,Not Valid
3351,Not Valid
3352,0.11827799677848816
3353,0.993338942527771
3354,0.05563598871231079
3355,0.04248678684234619
3356,Not Valid
3357,0.04173558950424194
3358,Not Valid
3359,Not Valid
3360,Not Valid
3361,Not Valid
3362,Not Valid
3363,0.5
3364,0.24145039916038513
3365,Not Valid
3366,0.7062381505966187
3367,Not Valid
3368,0.19969582557678223
3369,0.043291300535202026
3370,Not Valid
3371,0.17336052656173706
3372,0.21532851457595825
3373,0.15467384457588196
3374,Not Valid
3375,Not Valid
3376,Not Valid
3377,0.17508667707443237
3378,Not Valid
3379,Not Valid
3380,Not Valid
3381,Not Valid
3382,0.7654459476470947
3383,0.04601964354515076
3384,Not Valid
3385,0.03037145733833313
3386,0.17576739192008972
3387,0.17268845438957214
3388,Not Valid
3389,Not Valid
3390,0.16418087482452393
3391,Not Valid
3392,0.5
3393,0.7512421011924744
3394,Not Valid
3395,0.0965430736541748
3396,0.2116307020187378
3397,Not Valid
3398,Not Valid
3399,Not Valid
3400,Not Valid
3401,0.9899724721908569
3402,Not Valid
3403,Not Valid
3404,Not Valid
3405,Not Valid
3406,Not Valid
3407,0.201736718416214
3408,Not Valid
3409,Not Valid
3410,0.8140566349029541
3411,0.09455731511116028
3412,Not Valid
3413,Not Valid
3414,0.26206761598587036
3415,Not Valid
3416,Not Valid
3417,0.042917609214782715
3418,0.5
3419,0.21614113450050354
3420,Not Valid
3421,Not Valid
3422,0.23439934849739075
3423,0.8683756589889526
3424,0.5
3425,0.8706289529800415
3426,Not Valid
3427,0.1805538833141327
3428,Not Valid
3429,Not Valid
3430,Not Valid
3431,0.9276860952377319
3432,Not Valid
3433,0.05598577857017517
3434,Not Valid
3435,Not Valid
3436,Not Valid
3437,0.5
3438,Not Valid
3439,0.05501812696456909
3440,Not Valid
3441,Not Valid
3442,Not Valid
3443,0.968853235244751
3444,Not Valid
3445,Not Valid
3446,0.8701431751251221
3447,0.9316074848175049
3448,Not Valid
3449,0.9205524921417236
3450,Not Valid
3451,0.12307289242744446
3452,0.8054865002632141
3453,Not Valid
3454,Not Valid
3455,Not Valid
3456,Not Valid
3457,0.7978821992874146
3458,Not Valid
3459,Not Valid
3460,Not Valid
3461,Not Valid
3462,0.0031976401805877686
3463,0.8651597499847412
3464,0.714091956615448
3465,Not Valid
3466,0.19688358902931213
3467,0.5
3468,0.5
3469,Not Valid
3470,Not Valid
3471,Not Valid
3472,Not Valid
3473,0.023423701524734497
3474,0.8079556226730347
3475,Not Valid
3476,Not Valid
3477,Not Valid
3478,0.9780982136726379
3479,0.5
3480,Not Valid
3481,0.9907721877098083
3482,0.5
3483,Not Valid
3484,0.5
3485,Not Valid
3486,Not Valid
3487,0.8851335048675537
3488,0.9540894031524658
3489,0.8877222537994385
3490,Not Valid
3491,0.7330999374389648
3492,0.1614360213279724
3493,0.0873672366142273
3494,Not Valid
3495,Not Valid
3496,Not Valid
3497,Not Valid
3498,Not Valid
3499,0.5
3500,Not Valid
3501,Not Valid
3502,0.8476617336273193
3503,Not Valid
3504,Not Valid
3505,0.971599280834198
3506,Not Valid
3507,0.13511544466018677
3508,0.23797816038131714
3509,Not Valid
3510,Not Valid
3511,Not Valid
3512,Not Valid
3513,0.9076064229011536
3514,Not Valid
3515,0.023860633373260498
3516,Not Valid
3517,Not Valid
3518,Not Valid
3519,Not Valid
3520,Not Valid
3521,0.9369267225265503
3522,0.1652875542640686
3523,Not Valid
3524,0.033530205488204956
3525,Not Valid
3526,0.7627832889556885
3527,Not Valid
3528,0.7502261400222778
3529,0.04240542650222778
3530,Not Valid
3531,Not Valid
3532,Not Valid
3533,0.946678638458252
3534,Not Valid
3535,0.24113529920578003
3536,Not Valid
3537,0.9143170118331909
3538,Not Valid
3539,0.19990000128746033
3540,Not Valid
3541,0.06346333026885986
3542,0.7893542051315308
3543,Not Valid
3544,0.18350696563720703
3545,Not Valid
3546,Not Valid
3547,Not Valid
3548,Not Valid
3549,Not Valid
3550,Not Valid
3551,0.8291693329811096
3552,0.04965135455131531
3553,Not Valid
3554,0.7746903896331787
3555,Not Valid
3556,Not Valid
3557,Not Valid
3558,0.03883326053619385
3559,0.09380200505256653
3560,Not Valid
3561,0.08871844410896301
3562,0.14324262738227844
3563,0.15273872017860413
3564,Not Valid
3565,Not Valid
3566,Not Valid
3567,Not Valid
3568,Not Valid
3569,0.29188233613967896
3570,Not Valid
3571,0.13536399602890015
3572,0.24811634421348572
3573,Not Valid
3574,0.5
3575,Not Valid
3576,0.9875524044036865
3577,0.06723126769065857
3578,0.24138739705085754
3579,Not Valid
3580,Not Valid
3581,Not Valid
3582,Not Valid
3583,0.7738364934921265
3584,0.7702444791793823
3585,Not Valid
3586,0.12153872847557068
3587,0.5
3588,0.04033026099205017
3589,0.07277214527130127
3590,0.5
3591,Not Valid
3592,0.8446105718612671
3593,0.1361684501171112
3594,Not Valid
3595,Not Valid
3596,Not Valid
3597,Not Valid
3598,0.16811752319335938
3599,0.8147603273391724
3600,0.22768530249595642
3601,Not Valid
3602,Not Valid
3603,Not Valid
3604,Not Valid
3605,Not Valid
3606,Not Valid
3607,Not Valid
3608,Not Valid
3609,Not Valid
3610,Not Valid
3611,0.037225931882858276
3612,Not Valid
3613,0.04272308945655823
3614,0.13107949495315552
3615,0.1833338439464569
3616,0.06323704123497009
3617,0.19258877635002136
3618,0.21329885721206665
3619,Not Valid
3620,0.08052629232406616
3621,Not Valid
3622,0.05309528112411499
3623,Not Valid
3624,Not Valid
3625,0.25392258167266846
3626,0.08177626132965088
3627,0.031030237674713135
3628,Not Valid
3629,0.05876758694648743
3630,Not Valid
3631,Not Valid
3632,0.9358489513397217
3633,0.5
3634,Not Valid
3635,0.5
3636,Not Valid
3637,0.9500186443328857
3638,0.11612355709075928
3639,Not Valid
3640,0.24201646447181702
3641,0.14811378717422485
3642,Not Valid
3643,Not Valid
3644,0.7750002145767212
3645,0.10294309258460999
3646,Not Valid
3647,0.20532211661338806
3648,Not Valid
3649,Not Valid
3650,Not Valid
3651,0.9428719282150269
3652,Not Valid
3653,0.7464346289634705
3654,0.008782148361206055
3655,Not Valid
3656,0.0980357825756073
3657,0.029456287622451782
3658,Not Valid
3659,0.9846907258033752
3660,0.5
3661,0.5
3662,Not Valid
3663,0.18913227319717407
3664,0.03501027822494507
3665,0.7494064569473267
3666,0.7355871796607971
3667,0.952680766582489
3668,0.9903070330619812
3669,0.8423545956611633
3670,0.1276148557662964
3671,0.05527937412261963
3672,Not Valid
3673,0.9512184262275696
3674,Not Valid
3675,0.061512500047683716
3676,Not Valid
3677,Not Valid
3678,0.6754741668701172
3679,0.2836284637451172
3680,0.10592201352119446
3681,0.061512500047683716
3682,0.5
3683,0.21238097548484802
3684,0.11917081475257874
3685,Not Valid
3686,0.0905555784702301
3687,Not Valid
3688,0.8401809930801392
3689,Not Valid
3690,0.5
3691,0.2650414705276489
3692,0.08089432120323181
3693,Not Valid
3694,0.1892562210559845
3695,0.01207280158996582
3696,0.5
3697,0.09527286887168884
