,sentiments_y
6310,Not Valid
6311,Not Valid
6312,Not Valid
6313,Not Valid
6314,Not Valid
6315,Not Valid
6316,Not Valid
6317,Not Valid
6318,Not Valid
6319,Not Valid
6320,Not Valid
6321,Not Valid
6322,Not Valid
6323,Not Valid
6324,Not Valid
6325,Not Valid
6326,Not Valid
6327,Not Valid
6328,Not Valid
6329,Not Valid
6330,Not Valid
6331,Not Valid
6332,Not Valid
6333,Not Valid
6334,Not Valid
6335,Not Valid
6336,Not Valid
6337,Not Valid
6338,Not Valid
6339,Not Valid
6340,Not Valid
6341,Not Valid
6342,Not Valid
6343,Not Valid
6344,Not Valid
6345,Not Valid
6346,Not Valid
6347,Not Valid
6348,Not Valid
6349,Not Valid
6350,Not Valid
6351,Not Valid
6352,Not Valid
6353,Not Valid
6354,Not Valid
6355,Not Valid
6356,Not Valid
6357,Not Valid
6358,Not Valid
6359,Not Valid
6360,Not Valid
6361,Not Valid
6362,Not Valid
6363,Not Valid
6364,Not Valid
6365,Not Valid
6366,Not Valid
6367,Not Valid
6368,Not Valid
6369,Not Valid
6370,Not Valid
6371,Not Valid
6372,Not Valid
6373,Not Valid
6374,Not Valid
6375,Not Valid
6376,Not Valid
6377,Not Valid
6378,Not Valid
6379,Not Valid
6380,Not Valid
6381,Not Valid
6382,Not Valid
6383,Not Valid
6384,Not Valid
6385,Not Valid
6386,Not Valid
6387,Not Valid
6388,Not Valid
6389,Not Valid
6390,Not Valid
6391,Not Valid
6392,Not Valid
6393,Not Valid
6394,Not Valid
6395,Not Valid
6396,Not Valid
6397,Not Valid
6398,Not Valid
6399,Not Valid
6400,Not Valid
6401,Not Valid
6402,Not Valid
6403,Not Valid
6404,Not Valid
6405,Not Valid
6406,Not Valid
6407,Not Valid
6408,Not Valid
6409,Not Valid
6410,Not Valid
6411,Not Valid
6412,Not Valid
6413,Not Valid
6414,Not Valid
6415,Not Valid
6416,Not Valid
6417,Not Valid
6418,Not Valid
6419,Not Valid
6420,Not Valid
6421,Not Valid
6422,Not Valid
6423,Not Valid
6424,Not Valid
6425,Not Valid
6426,Not Valid
6427,Not Valid
6428,Not Valid
6429,Not Valid
6430,Not Valid
6431,Not Valid
6432,Not Valid
6433,Not Valid
6434,Not Valid
6435,Not Valid
6436,Not Valid
6437,Not Valid
6438,Not Valid
6439,Not Valid
6440,Not Valid
6441,Not Valid
6442,Not Valid
6443,Not Valid
6444,0.8274688720703125
6445,Not Valid
6446,Not Valid
6447,Not Valid
6448,Not Valid
6449,Not Valid
6450,Not Valid
6451,Not Valid
6452,Not Valid
6453,Not Valid
6454,Not Valid
6455,Not Valid
6456,Not Valid
6457,Not Valid
6458,Not Valid
6459,Not Valid
6460,Not Valid
6461,Not Valid
6462,Not Valid
6463,Not Valid
6464,Not Valid
6465,Not Valid
6466,Not Valid
6467,Not Valid
6468,Not Valid
6469,Not Valid
6470,Not Valid
6471,Not Valid
6472,Not Valid
6473,Not Valid
6474,Not Valid
6475,Not Valid
6476,Not Valid
6477,Not Valid
6478,Not Valid
6479,Not Valid
6480,Not Valid
6481,Not Valid
6482,Not Valid
6483,Not Valid
6484,Not Valid
6485,Not Valid
6486,Not Valid
6487,Not Valid
6488,Not Valid
6489,Not Valid
6490,Not Valid
6491,Not Valid
6492,Not Valid
6493,Not Valid
6494,Not Valid
6495,0.5
6496,Not Valid
6497,Not Valid
6498,Not Valid
6499,Not Valid
6500,Not Valid
6501,Not Valid
6502,Not Valid
6503,Not Valid
6504,Not Valid
6505,Not Valid
6506,Not Valid
6507,Not Valid
6508,Not Valid
6509,Not Valid
6510,Not Valid
6511,Not Valid
6512,Not Valid
6513,Not Valid
6514,Not Valid
6515,Not Valid
6516,Not Valid
6517,Not Valid
6518,Not Valid
6519,Not Valid
6520,Not Valid
6521,Not Valid
6522,Not Valid
6523,Not Valid
6524,Not Valid
6525,Not Valid
6526,Not Valid
6527,Not Valid
6528,Not Valid
6529,Not Valid
6530,Not Valid
6531,Not Valid
6532,Not Valid
6533,Not Valid
6534,Not Valid
6535,Not Valid
6536,Not Valid
6537,Not Valid
6538,Not Valid
6539,Not Valid
6540,Not Valid
6541,Not Valid
6542,Not Valid
6543,Not Valid
6544,Not Valid
6545,Not Valid
6546,Not Valid
6547,Not Valid
6548,Not Valid
6549,Not Valid
6550,Not Valid
6551,Not Valid
6552,Not Valid
6553,Not Valid
6554,Not Valid
6555,Not Valid
6556,Not Valid
6557,Not Valid
6558,Not Valid
6559,Not Valid
6560,Not Valid
6561,Not Valid
6562,Not Valid
6563,Not Valid
6564,Not Valid
6565,Not Valid
6566,Not Valid
6567,Not Valid
6568,0.9631936550140381
6569,0.9136104583740234
6570,Not Valid
6571,Not Valid
6572,Not Valid
6573,Not Valid
6574,Not Valid
6575,0.22297504544258118
6576,0.8754699230194092
6577,Not Valid
6578,Not Valid
6579,Not Valid
6580,0.8553060293197632
6581,Not Valid
6582,0.18904253840446472
6583,0.7764852643013
6584,Not Valid
6585,Not Valid
6586,0.9369672536849976
6587,Not Valid
6588,Not Valid
6589,0.9577220678329468
6590,Not Valid
6591,Not Valid
6592,Not Valid
6593,Not Valid
6594,Not Valid
6595,0.1824372410774231
6596,0.160698801279068
6597,0.7196270823478699
6598,0.5
6599,Not Valid
6600,Not Valid
6601,Not Valid
6602,0.7754926681518555
6603,Not Valid
6604,Not Valid
6605,Not Valid
6606,0.8880596160888672
6607,Not Valid
6608,Not Valid
6609,Not Valid
6610,0.9953457713127136
6611,Not Valid
6612,Not Valid
6613,0.9302858114242554
6614,Not Valid
6615,Not Valid
6616,Not Valid
6617,Not Valid
6618,0.2647368609905243
6619,Not Valid
6620,0.7867817282676697
6621,Not Valid
6622,Not Valid
6623,Not Valid
6624,Not Valid
6625,Not Valid
6626,Not Valid
6627,0.3124126195907593
6628,Not Valid
6629,Not Valid
6630,Not Valid
6631,0.2590285539627075
6632,0.05728998780250549
6633,Not Valid
6634,Not Valid
6635,Not Valid
6636,Not Valid
6637,Not Valid
6638,Not Valid
6639,Not Valid
6640,Not Valid
6641,Not Valid
6642,Not Valid
6643,Not Valid
6644,Not Valid
6645,Not Valid
6646,Not Valid
6647,Not Valid
6648,Not Valid
6649,Not Valid
6650,Not Valid
6651,Not Valid
6652,Not Valid
6653,Not Valid
6654,Not Valid
6655,Not Valid
6656,Not Valid
6657,Not Valid
6658,Not Valid
6659,Not Valid
6660,Not Valid
6661,Not Valid
6662,Not Valid
6663,Not Valid
6664,Not Valid
6665,Not Valid
6666,Not Valid
6667,Not Valid
6668,Not Valid
6669,Not Valid
6670,Not Valid
6671,Not Valid
6672,Not Valid
6673,Not Valid
6674,Not Valid
6675,Not Valid
6676,Not Valid
6677,Not Valid
6678,Not Valid
6679,Not Valid
6680,Not Valid
6681,Not Valid
6682,Not Valid
6683,Not Valid
6684,Not Valid
6685,Not Valid
6686,Not Valid
6687,Not Valid
6688,Not Valid
6689,Not Valid
6690,Not Valid
6691,Not Valid
6692,Not Valid
6693,Not Valid
6694,Not Valid
6695,Not Valid
6696,Not Valid
6697,Not Valid
6698,Not Valid
6699,Not Valid
6700,Not Valid
6701,Not Valid
6702,Not Valid
6703,Not Valid
6704,Not Valid
6705,Not Valid
6706,Not Valid
6707,Not Valid
6708,Not Valid
6709,Not Valid
6710,Not Valid
6711,Not Valid
6712,Not Valid
6713,Not Valid
6714,Not Valid
6715,Not Valid
6716,Not Valid
6717,Not Valid
6718,Not Valid
6719,Not Valid
6720,Not Valid
6721,Not Valid
6722,Not Valid
6723,Not Valid
6724,Not Valid
6725,Not Valid
6726,Not Valid
6727,Not Valid
6728,Not Valid
6729,Not Valid
6730,Not Valid
6731,Not Valid
6732,Not Valid
6733,Not Valid
6734,Not Valid
6735,Not Valid
6736,Not Valid
6737,Not Valid
6738,Not Valid
6739,Not Valid
6740,Not Valid
6741,Not Valid
6742,Not Valid
6743,Not Valid
6744,Not Valid
6745,Not Valid
6746,Not Valid
6747,Not Valid
6748,Not Valid
6749,Not Valid
6750,Not Valid
6751,Not Valid
6752,Not Valid
6753,Not Valid
6754,Not Valid
6755,Not Valid
6756,Not Valid
6757,Not Valid
6758,Not Valid
6759,Not Valid
6760,Not Valid
6761,Not Valid
6762,Not Valid
6763,Not Valid
6764,Not Valid
6765,Not Valid
6766,Not Valid
6767,Not Valid
6768,Not Valid
6769,Not Valid
6770,Not Valid
6771,Not Valid
6772,Not Valid
6773,Not Valid
6774,Not Valid
6775,Not Valid
6776,Not Valid
6777,Not Valid
6778,Not Valid
6779,Not Valid
6780,Not Valid
6781,Not Valid
6782,Not Valid
6783,Not Valid
6784,Not Valid
6785,Not Valid
6786,Not Valid
6787,Not Valid
6788,Not Valid
6789,Not Valid
6790,Not Valid
6791,Not Valid
6792,Not Valid
6793,Not Valid
6794,Not Valid
6795,Not Valid
6796,Not Valid
6797,Not Valid
6798,Not Valid
6799,Not Valid
6800,Not Valid
6801,Not Valid
6802,Not Valid
6803,Not Valid
6804,Not Valid
6805,Not Valid
6806,Not Valid
6807,Not Valid
6808,Not Valid
6809,Not Valid
6810,Not Valid
6811,Not Valid
6812,Not Valid
6813,Not Valid
6814,Not Valid
6815,Not Valid
6816,Not Valid
6817,Not Valid
6818,Not Valid
6819,Not Valid
6820,Not Valid
6821,Not Valid
6822,Not Valid
6823,Not Valid
6824,Not Valid
6825,Not Valid
6826,Not Valid
6827,Not Valid
6828,Not Valid
6829,Not Valid
6830,Not Valid
6831,Not Valid
6832,Not Valid
6833,Not Valid
6834,Not Valid
6835,Not Valid
6836,Not Valid
6837,Not Valid
6838,Not Valid
6839,Not Valid
6840,Not Valid
6841,Not Valid
6842,Not Valid
6843,Not Valid
6844,Not Valid
6845,Not Valid
6846,Not Valid
6847,Not Valid
6848,Not Valid
6849,Not Valid
6850,Not Valid
6851,Not Valid
6852,Not Valid
6853,Not Valid
6854,Not Valid
6855,Not Valid
6856,Not Valid
6857,Not Valid
6858,Not Valid
6859,Not Valid
6860,Not Valid
6861,Not Valid
6862,Not Valid
6863,Not Valid
6864,Not Valid
6865,Not Valid
6866,Not Valid
6867,Not Valid
6868,Not Valid
6869,Not Valid
6870,Not Valid
6871,Not Valid
6872,Not Valid
6873,Not Valid
6874,Not Valid
6875,Not Valid
6876,Not Valid
6877,Not Valid
6878,Not Valid
6879,Not Valid
6880,Not Valid
6881,Not Valid
6882,Not Valid
6883,Not Valid
6884,Not Valid
6885,Not Valid
6886,Not Valid
6887,Not Valid
6888,Not Valid
6889,Not Valid
6890,Not Valid
6891,Not Valid
6892,Not Valid
6893,Not Valid
6894,Not Valid
6895,Not Valid
6896,Not Valid
6897,Not Valid
6898,0.9895570278167725
6899,Not Valid
6900,Not Valid
6901,Not Valid
6902,Not Valid
6903,Not Valid
6904,Not Valid
6905,Not Valid
6906,Not Valid
6907,Not Valid
6908,Not Valid
6909,Not Valid
6910,Not Valid
6911,Not Valid
6912,Not Valid
6913,0.5
6914,Not Valid
6915,Not Valid
6916,Not Valid
6917,Not Valid
6918,Not Valid
6919,Not Valid
6920,Not Valid
6921,Not Valid
6922,Not Valid
6923,Not Valid
6924,Not Valid
6925,Not Valid
6926,Not Valid
6927,Not Valid
6928,Not Valid
6929,Not Valid
6930,Not Valid
6931,Not Valid
6932,Not Valid
6933,Not Valid
6934,Not Valid
6935,Not Valid
6936,Not Valid
6937,Not Valid
6938,Not Valid
6939,Not Valid
6940,Not Valid
6941,Not Valid
6942,Not Valid
6943,Not Valid
6944,Not Valid
6945,Not Valid
6946,Not Valid
6947,Not Valid
6948,Not Valid
6949,Not Valid
6950,Not Valid
6951,Not Valid
6952,Not Valid
6953,Not Valid
6954,Not Valid
6955,Not Valid
6956,Not Valid
6957,Not Valid
6958,Not Valid
6959,Not Valid
6960,Not Valid
6961,Not Valid
6962,Not Valid
6963,Not Valid
6964,Not Valid
6965,Not Valid
6966,Not Valid
6967,Not Valid
6968,Not Valid
6969,Not Valid
6970,Not Valid
6971,Not Valid
6972,0.7995358109474182
6973,0.5
6974,Not Valid
6975,Not Valid
6976,0.7479417324066162
6977,Not Valid
6978,Not Valid
6979,0.1751929223537445
6980,0.5
6981,0.5
6982,Not Valid
6983,Not Valid
6984,Not Valid
6985,0.7591533064842224
6986,Not Valid
6987,Not Valid
6988,Not Valid
6989,Not Valid
6990,Not Valid
6991,0.7451447248458862
6992,Not Valid
6993,Not Valid
6994,Not Valid
6995,Not Valid
6996,Not Valid
6997,Not Valid
6998,Not Valid
6999,Not Valid
7000,Not Valid
7001,Not Valid
7002,Not Valid
7003,Not Valid
7004,Not Valid
7005,Not Valid
7006,Not Valid
7007,Not Valid
7008,Not Valid
7009,Not Valid
7010,Not Valid
7011,Not Valid
7012,Not Valid
7013,Not Valid
7014,Not Valid
7015,Not Valid
7016,Not Valid
7017,Not Valid
7018,Not Valid
7019,Not Valid
7020,Not Valid
7021,Not Valid
7022,Not Valid
7023,Not Valid
7024,Not Valid
7025,Not Valid
7026,Not Valid
7027,Not Valid
7028,Not Valid
7029,Not Valid
7030,Not Valid
7031,Not Valid
7032,Not Valid
7033,Not Valid
7034,Not Valid
7035,Not Valid
7036,Not Valid
7037,Not Valid
7038,Not Valid
7039,Not Valid
7040,Not Valid
7041,Not Valid
7042,Not Valid
7043,Not Valid
7044,Not Valid
7045,Not Valid
7046,Not Valid
7047,Not Valid
7048,Not Valid
7049,Not Valid
7050,Not Valid
7051,Not Valid
7052,Not Valid
7053,Not Valid
7054,Not Valid
7055,Not Valid
7056,Not Valid
7057,Not Valid
7058,Not Valid
7059,0.18585923314094543
7060,Not Valid
7061,Not Valid
7062,Not Valid
7063,Not Valid
7064,Not Valid
7065,Not Valid
7066,Not Valid
7067,Not Valid
7068,Not Valid
7069,Not Valid
7070,Not Valid
7071,Not Valid
7072,Not Valid
7073,Not Valid
7074,Not Valid
7075,Not Valid
7076,Not Valid
7077,Not Valid
7078,Not Valid
7079,Not Valid
7080,Not Valid
7081,Not Valid
7082,Not Valid
7083,Not Valid
7084,Not Valid
7085,Not Valid
7086,Not Valid
7087,Not Valid
7088,Not Valid
7089,Not Valid
7090,Not Valid
7091,Not Valid
7092,Not Valid
7093,Not Valid
7094,Not Valid
7095,Not Valid
7096,Not Valid
7097,Not Valid
7098,Not Valid
7099,Not Valid
7100,Not Valid
7101,Not Valid
7102,Not Valid
7103,Not Valid
7104,Not Valid
7105,Not Valid
7106,Not Valid
7107,Not Valid
7108,Not Valid
7109,Not Valid
7110,Not Valid
7111,Not Valid
7112,Not Valid
7113,Not Valid
7114,Not Valid
7115,Not Valid
7116,Not Valid
7117,Not Valid
7118,Not Valid
7119,Not Valid
7120,Not Valid
7121,Not Valid
7122,Not Valid
7123,Not Valid
7124,Not Valid
7125,Not Valid
7126,Not Valid
7127,Not Valid
7128,Not Valid
7129,Not Valid
7130,Not Valid
7131,Not Valid
7132,Not Valid
7133,Not Valid
7134,Not Valid
7135,Not Valid
7136,Not Valid
7137,Not Valid
7138,Not Valid
7139,Not Valid
7140,Not Valid
7141,Not Valid
7142,Not Valid
7143,Not Valid
7144,Not Valid
7145,Not Valid
7146,Not Valid
7147,Not Valid
7148,Not Valid
7149,Not Valid
7150,Not Valid
7151,Not Valid
7152,Not Valid
7153,Not Valid
7154,Not Valid
7155,Not Valid
7156,Not Valid
7157,Not Valid
7158,Not Valid
7159,Not Valid
7160,Not Valid
7161,Not Valid
7162,Not Valid
7163,Not Valid
7164,Not Valid
7165,Not Valid
7166,Not Valid
7167,Not Valid
7168,Not Valid
7169,Not Valid
7170,Not Valid
7171,Not Valid
7172,Not Valid
7173,Not Valid
7174,Not Valid
7175,Not Valid
7176,Not Valid
7177,Not Valid
7178,Not Valid
7179,Not Valid
7180,Not Valid
7181,Not Valid
7182,Not Valid
7183,Not Valid
7184,Not Valid
7185,Not Valid
7186,Not Valid
7187,Not Valid
7188,Not Valid
7189,Not Valid
7190,Not Valid
7191,Not Valid
7192,Not Valid
7193,Not Valid
7194,Not Valid
7195,Not Valid
7196,Not Valid
7197,Not Valid
7198,Not Valid
7199,Not Valid
7200,Not Valid
7201,Not Valid
7202,Not Valid
7203,Not Valid
7204,Not Valid
7205,Not Valid
7206,Not Valid
7207,Not Valid
7208,Not Valid
7209,Not Valid
7210,Not Valid
7211,Not Valid
7212,Not Valid
7213,Not Valid
7214,Not Valid
7215,Not Valid
7216,Not Valid
7217,Not Valid
7218,Not Valid
7219,Not Valid
7220,Not Valid
7221,Not Valid
7222,Not Valid
7223,Not Valid
7224,Not Valid
7225,Not Valid
7226,Not Valid
7227,Not Valid
7228,Not Valid
7229,Not Valid
7230,Not Valid
7231,Not Valid
7232,Not Valid
7233,Not Valid
7234,Not Valid
7235,Not Valid
7236,0.5
7237,Not Valid
7238,Not Valid
7239,Not Valid
7240,Not Valid
7241,Not Valid
7242,Not Valid
7243,Not Valid
7244,Not Valid
7245,Not Valid
7246,Not Valid
7247,Not Valid
7248,Not Valid
7249,Not Valid
7250,Not Valid
7251,Not Valid
7252,Not Valid
7253,Not Valid
7254,Not Valid
7255,Not Valid
7256,Not Valid
7257,Not Valid
7258,Not Valid
7259,Not Valid
7260,Not Valid
7261,Not Valid
7262,Not Valid
7263,Not Valid
7264,Not Valid
7265,Not Valid
7266,Not Valid
7267,Not Valid
7268,Not Valid
7269,Not Valid
7270,Not Valid
7271,Not Valid
7272,Not Valid
7273,Not Valid
7274,Not Valid
7275,Not Valid
7276,Not Valid
7277,Not Valid
7278,Not Valid
7279,Not Valid
7280,Not Valid
7281,Not Valid
7282,Not Valid
7283,Not Valid
7284,Not Valid
7285,Not Valid
7286,Not Valid
7287,Not Valid
7288,Not Valid
7289,Not Valid
7290,Not Valid
7291,Not Valid
7292,Not Valid
7293,Not Valid
7294,Not Valid
7295,Not Valid
7296,Not Valid
7297,Not Valid
7298,Not Valid
7299,Not Valid
7300,Not Valid
7301,Not Valid
7302,Not Valid
7303,Not Valid
7304,Not Valid
7305,Not Valid
7306,Not Valid
7307,Not Valid
7308,Not Valid
7309,Not Valid
7310,Not Valid
7311,Not Valid
7312,Not Valid
7313,Not Valid
7314,Not Valid
7315,Not Valid
7316,Not Valid
7317,Not Valid
7318,Not Valid
7319,Not Valid
7320,Not Valid
7321,Not Valid
7322,Not Valid
7323,Not Valid
7324,Not Valid
7325,Not Valid
7326,Not Valid
7327,Not Valid
7328,Not Valid
7329,Not Valid
7330,Not Valid
7331,Not Valid
7332,Not Valid
7333,Not Valid
7334,Not Valid
7335,Not Valid
7336,Not Valid
7337,Not Valid
7338,Not Valid
7339,Not Valid
7340,Not Valid
7341,Not Valid
7342,Not Valid
7343,Not Valid
7344,Not Valid
7345,Not Valid
7346,Not Valid
7347,Not Valid
7348,Not Valid
7349,Not Valid
7350,Not Valid
7351,Not Valid
7352,Not Valid
7353,Not Valid
7354,Not Valid
7355,Not Valid
7356,Not Valid
7357,Not Valid
7358,Not Valid
7359,Not Valid
7360,Not Valid
7361,Not Valid
7362,Not Valid
7363,Not Valid
7364,Not Valid
7365,Not Valid
7366,Not Valid
7367,Not Valid
7368,Not Valid
7369,Not Valid
7370,Not Valid
7371,Not Valid
7372,Not Valid
7373,Not Valid
7374,Not Valid
7375,Not Valid
7376,Not Valid
7377,Not Valid
7378,Not Valid
7379,Not Valid
7380,Not Valid
7381,Not Valid
7382,Not Valid
7383,Not Valid
7384,Not Valid
7385,Not Valid
7386,Not Valid
7387,Not Valid
7388,Not Valid
7389,Not Valid
7390,Not Valid
7391,Not Valid
7392,Not Valid
7393,Not Valid
7394,Not Valid
7395,Not Valid
7396,Not Valid
7397,Not Valid
7398,Not Valid
7399,0.039246559143066406
7400,Not Valid
7401,Not Valid
7402,Not Valid
7403,Not Valid
7404,Not Valid
7405,Not Valid
7406,Not Valid
7407,Not Valid
7408,Not Valid
7409,Not Valid
7410,Not Valid
7411,Not Valid
7412,Not Valid
7413,Not Valid
7414,Not Valid
7415,Not Valid
7416,Not Valid
7417,Not Valid
7418,Not Valid
7419,Not Valid
7420,Not Valid
7421,Not Valid
7422,Not Valid
7423,Not Valid
7424,Not Valid
7425,Not Valid
7426,Not Valid
7427,Not Valid
7428,Not Valid
7429,Not Valid
7430,Not Valid
7431,Not Valid
7432,Not Valid
7433,Not Valid
7434,Not Valid
7435,Not Valid
7436,Not Valid
7437,Not Valid
7438,Not Valid
7439,Not Valid
7440,Not Valid
7441,Not Valid
7442,Not Valid
7443,Not Valid
7444,Not Valid
7445,Not Valid
7446,Not Valid
7447,Not Valid
7448,Not Valid
7449,Not Valid
7450,Not Valid
7451,Not Valid
7452,Not Valid
7453,Not Valid
7454,Not Valid
7455,Not Valid
7456,Not Valid
7457,Not Valid
7458,Not Valid
7459,Not Valid
7460,Not Valid
7461,Not Valid
7462,Not Valid
7463,Not Valid
7464,Not Valid
7465,Not Valid
7466,Not Valid
7467,0.9289653301239014
7468,Not Valid
7469,0.9601886868476868
7470,Not Valid
7471,Not Valid
7472,Not Valid
7473,Not Valid
7474,Not Valid
7475,Not Valid
7476,Not Valid
7477,Not Valid
7478,Not Valid
7479,Not Valid
7480,Not Valid
7481,Not Valid
7482,Not Valid
7483,Not Valid
7484,Not Valid
7485,Not Valid
7486,Not Valid
7487,Not Valid
7488,Not Valid
7489,Not Valid
7490,Not Valid
7491,Not Valid
7492,Not Valid
7493,Not Valid
7494,Not Valid
7495,Not Valid
7496,Not Valid
7497,Not Valid
7498,Not Valid
7499,Not Valid
7500,Not Valid
7501,Not Valid
7502,Not Valid
7503,Not Valid
7504,Not Valid
7505,Not Valid
7506,Not Valid
7507,Not Valid
7508,Not Valid
7509,Not Valid
7510,Not Valid
7511,Not Valid
7512,Not Valid
7513,Not Valid
7514,0.5
7515,Not Valid
7516,Not Valid
7517,Not Valid
7518,Not Valid
7519,Not Valid
7520,Not Valid
7521,Not Valid
7522,Not Valid
7523,Not Valid
7524,Not Valid
7525,Not Valid
7526,Not Valid
7527,Not Valid
7528,Not Valid
7529,Not Valid
7530,Not Valid
7531,Not Valid
7532,Not Valid
7533,0.772973895072937
7534,Not Valid
7535,Not Valid
7536,Not Valid
7537,Not Valid
7538,Not Valid
7539,Not Valid
7540,Not Valid
7541,Not Valid
7542,Not Valid
7543,Not Valid
7544,Not Valid
7545,Not Valid
7546,Not Valid
7547,Not Valid
7548,Not Valid
7549,Not Valid
7550,Not Valid
7551,Not Valid
7552,Not Valid
7553,Not Valid
7554,Not Valid
7555,Not Valid
7556,Not Valid
7557,Not Valid
7558,Not Valid
7559,Not Valid
7560,Not Valid
7561,Not Valid
7562,Not Valid
7563,Not Valid
7564,Not Valid
7565,Not Valid
7566,Not Valid
7567,Not Valid
7568,0.03450700640678406
7569,Not Valid
7570,Not Valid
7571,Not Valid
7572,Not Valid
7573,Not Valid
7574,Not Valid
7575,Not Valid
7576,Not Valid
7577,Not Valid
7578,Not Valid
7579,Not Valid
7580,Not Valid
7581,Not Valid
7582,Not Valid
7583,Not Valid
7584,Not Valid
7585,Not Valid
7586,Not Valid
7587,Not Valid
7588,Not Valid
7589,Not Valid
7590,Not Valid
7591,Not Valid
7592,Not Valid
7593,Not Valid
7594,Not Valid
7595,Not Valid
7596,Not Valid
7597,Not Valid
7598,Not Valid
7599,Not Valid
7600,Not Valid
7601,Not Valid
7602,Not Valid
7603,Not Valid
7604,Not Valid
7605,Not Valid
7606,Not Valid
7607,Not Valid
7608,Not Valid
7609,Not Valid
7610,Not Valid
7611,Not Valid
7612,Not Valid
7613,Not Valid
7614,Not Valid
7615,Not Valid
7616,Not Valid
7617,Not Valid
7618,Not Valid
7619,Not Valid
7620,Not Valid
7621,Not Valid
7622,Not Valid
7623,0.5
7624,Not Valid
7625,Not Valid
7626,Not Valid
7627,Not Valid
7628,Not Valid
7629,Not Valid
7630,Not Valid
7631,Not Valid
7632,Not Valid
7633,Not Valid
7634,Not Valid
7635,Not Valid
7636,Not Valid
7637,Not Valid
7638,Not Valid
7639,Not Valid
7640,Not Valid
7641,Not Valid
7642,Not Valid
7643,Not Valid
7644,Not Valid
7645,Not Valid
7646,Not Valid
7647,Not Valid
7648,Not Valid
7649,Not Valid
7650,Not Valid
7651,Not Valid
7652,Not Valid
7653,Not Valid
7654,Not Valid
7655,Not Valid
7656,Not Valid
7657,Not Valid
7658,Not Valid
7659,Not Valid
7660,Not Valid
7661,Not Valid
7662,Not Valid
7663,Not Valid
7664,Not Valid
7665,Not Valid
7666,Not Valid
7667,Not Valid
7668,Not Valid
7669,Not Valid
7670,Not Valid
7671,Not Valid
7672,Not Valid
7673,Not Valid
7674,Not Valid
7675,Not Valid
7676,Not Valid
7677,Not Valid
7678,Not Valid
7679,Not Valid
7680,Not Valid
7681,Not Valid
7682,Not Valid
7683,Not Valid
7684,Not Valid
7685,Not Valid
7686,Not Valid
7687,Not Valid
7688,Not Valid
7689,Not Valid
7690,Not Valid
7691,Not Valid
7692,Not Valid
7693,Not Valid
7694,Not Valid
7695,Not Valid
7696,Not Valid
7697,Not Valid
7698,Not Valid
7699,Not Valid
7700,Not Valid
7701,Not Valid
7702,Not Valid
7703,Not Valid
7704,Not Valid
7705,Not Valid
7706,Not Valid
7707,Not Valid
7708,Not Valid
7709,Not Valid
7710,Not Valid
7711,Not Valid
7712,Not Valid
7713,Not Valid
7714,Not Valid
7715,Not Valid
7716,Not Valid
7717,Not Valid
7718,Not Valid
7719,Not Valid
7720,Not Valid
7721,Not Valid
7722,Not Valid
7723,Not Valid
7724,Not Valid
7725,Not Valid
7726,Not Valid
7727,Not Valid
7728,Not Valid
7729,Not Valid
7730,Not Valid
7731,Not Valid
7732,Not Valid
7733,Not Valid
7734,Not Valid
7735,Not Valid
7736,Not Valid
7737,Not Valid
7738,Not Valid
7739,Not Valid
7740,Not Valid
7741,Not Valid
7742,Not Valid
7743,Not Valid
7744,Not Valid
7745,Not Valid
7746,Not Valid
7747,Not Valid
7748,Not Valid
7749,Not Valid
7750,Not Valid
7751,Not Valid
7752,Not Valid
7753,Not Valid
7754,Not Valid
7755,Not Valid
7756,Not Valid
7757,Not Valid
7758,Not Valid
7759,Not Valid
7760,Not Valid
7761,Not Valid
7762,Not Valid
7763,Not Valid
7764,Not Valid
7765,Not Valid
7766,Not Valid
7767,Not Valid
7768,Not Valid
7769,Not Valid
7770,Not Valid
7771,Not Valid
7772,Not Valid
7773,Not Valid
7774,Not Valid
7775,Not Valid
7776,Not Valid
7777,Not Valid
7778,Not Valid
7779,Not Valid
7780,Not Valid
7781,Not Valid
7782,Not Valid
7783,Not Valid
7784,Not Valid
7785,Not Valid
7786,Not Valid
7787,Not Valid
7788,Not Valid
7789,Not Valid
7790,Not Valid
7791,Not Valid
7792,Not Valid
7793,Not Valid
7794,Not Valid
7795,Not Valid
7796,Not Valid
7797,Not Valid
7798,Not Valid
7799,Not Valid
7800,Not Valid
7801,Not Valid
7802,Not Valid
7803,Not Valid
7804,Not Valid
7805,Not Valid
7806,Not Valid
7807,Not Valid
7808,Not Valid
7809,Not Valid
7810,Not Valid
7811,Not Valid
7812,Not Valid
7813,Not Valid
7814,Not Valid
7815,Not Valid
7816,Not Valid
7817,Not Valid
7818,Not Valid
7819,Not Valid
7820,Not Valid
7821,Not Valid
7822,Not Valid
7823,Not Valid
7824,Not Valid
7825,Not Valid
7826,Not Valid
7827,Not Valid
7828,Not Valid
7829,0.5
7830,Not Valid
7831,Not Valid
7832,Not Valid
7833,Not Valid
7834,Not Valid
7835,Not Valid
7836,Not Valid
7837,Not Valid
7838,Not Valid
7839,Not Valid
7840,Not Valid
7841,Not Valid
7842,Not Valid
7843,Not Valid
7844,Not Valid
7845,Not Valid
7846,Not Valid
7847,Not Valid
7848,Not Valid
7849,Not Valid
7850,Not Valid
7851,Not Valid
7852,Not Valid
7853,Not Valid
7854,Not Valid
