,sentiments_x4
119,Not Valid
120,Not Valid
121,Not Valid
122,Not Valid
123,Not Valid
124,Not Valid
125,Not Valid
126,Not Valid
127,0.5
128,Not Valid
129,Not Valid
130,Not Valid
131,Not Valid
132,Not Valid
133,Not Valid
134,0.7656159996986389
135,Not Valid
136,Not Valid
137,Not Valid
138,Not Valid
139,Not Valid
140,Not Valid
141,0.932923436164856
142,0.02264612913131714
143,Not Valid
144,Not Valid
145,Not Valid
146,Not Valid
147,Not Valid
148,Not Valid
149,Not Valid
150,Not Valid
151,Not Valid
152,Not Valid
153,Not Valid
154,Not Valid
155,Not Valid
156,Not Valid
157,Not Valid
158,Not Valid
159,Not Valid
160,Not Valid
161,Not Valid
162,Not Valid
163,0.7418226003646851
164,0.8626846671104431
165,Not Valid
166,Not Valid
167,Not Valid
168,Not Valid
169,0.5
170,Not Valid
171,Not Valid
172,Not Valid
173,Not Valid
174,Not Valid
175,0.5
176,Not Valid
177,Not Valid
178,Not Valid
179,Not Valid
180,Not Valid
181,Not Valid
182,Not Valid
183,Not Valid
184,Not Valid
185,Not Valid
186,Not Valid
187,0.7637555599212646
188,0.2580183446407318
189,Not Valid
190,Not Valid
191,Not Valid
192,0.5
193,Not Valid
194,Not Valid
195,0.7119972705841064
196,0.2219771146774292
197,Not Valid
198,Not Valid
199,Not Valid
200,Not Valid
201,Not Valid
202,Not Valid
203,Not Valid
204,Not Valid
205,0.5
206,Not Valid
207,Not Valid
208,Not Valid
209,Not Valid
210,Not Valid
211,0.723128616809845
212,Not Valid
213,Not Valid
214,Not Valid
215,Not Valid
216,0.8445360660552979
217,Not Valid
218,Not Valid
219,Not Valid
220,Not Valid
221,Not Valid
222,Not Valid
223,Not Valid
224,Not Valid
225,Not Valid
226,Not Valid
227,Not Valid
228,Not Valid
229,0.8890727758407593
230,Not Valid
231,Not Valid
232,Not Valid
233,Not Valid
234,Not Valid
235,Not Valid
236,Not Valid
237,Not Valid
238,Not Valid
239,Not Valid
240,Not Valid
241,Not Valid
242,Not Valid
243,Not Valid
244,Not Valid
245,Not Valid
246,Not Valid
247,Not Valid
248,Not Valid
249,0.9129973649978638
250,Not Valid
251,Not Valid
252,Not Valid
253,Not Valid
254,Not Valid
255,Not Valid
256,Not Valid
257,Not Valid
258,Not Valid
259,Not Valid
260,0.9617936015129089
261,0.7508955597877502
262,Not Valid
263,Not Valid
264,0.018705695867538452
265,Not Valid
266,Not Valid
267,0.9526970386505127
268,0.5
269,Not Valid
270,Not Valid
271,Not Valid
272,Not Valid
273,Not Valid
274,Not Valid
275,Not Valid
276,Not Valid
277,Not Valid
278,Not Valid
279,Not Valid
280,Not Valid
281,Not Valid
282,Not Valid
283,Not Valid
284,Not Valid
285,0.1453963816165924
286,Not Valid
287,Not Valid
288,Not Valid
289,Not Valid
290,Not Valid
291,0.839682936668396
292,0.5
293,0.9279406070709229
294,0.0979762077331543
295,Not Valid
296,0.6961717009544373
297,Not Valid
298,0.003919035196304321
299,Not Valid
300,Not Valid
301,Not Valid
302,Not Valid
303,Not Valid
304,Not Valid
305,Not Valid
306,Not Valid
307,Not Valid
308,Not Valid
309,Not Valid
310,0.9418245553970337
311,Not Valid
312,Not Valid
313,Not Valid
314,Not Valid
315,Not Valid
316,Not Valid
317,Not Valid
318,Not Valid
319,Not Valid
320,Not Valid
321,Not Valid
322,0.9024548530578613
323,Not Valid
324,Not Valid
325,Not Valid
326,Not Valid
327,Not Valid
328,Not Valid
329,Not Valid
330,Not Valid
331,Not Valid
332,Not Valid
333,Not Valid
334,Not Valid
335,Not Valid
336,Not Valid
337,0.011386960744857788
338,Not Valid
339,0.8386111259460449
340,Not Valid
341,Not Valid
342,Not Valid
343,Not Valid
344,0.060961514711380005
345,Not Valid
346,Not Valid
347,0.1519981026649475
348,Not Valid
349,Not Valid
350,Not Valid
351,Not Valid
352,Not Valid
353,Not Valid
354,Not Valid
355,Not Valid
356,Not Valid
357,Not Valid
358,Not Valid
359,0.5
360,0.0492607057094574
361,0.203925222158432
362,Not Valid
363,Not Valid
364,0.23090535402297974
365,Not Valid
366,Not Valid
367,0.8603106737136841
368,Not Valid
369,Not Valid
370,Not Valid
371,Not Valid
372,Not Valid
373,0.76728355884552
374,Not Valid
375,Not Valid
376,Not Valid
377,Not Valid
378,Not Valid
379,Not Valid
380,Not Valid
381,Not Valid
382,Not Valid
383,0.10016268491744995
384,0.7334688305854797
385,Not Valid
386,Not Valid
387,Not Valid
388,0.17361152172088623
389,Not Valid
390,Not Valid
391,Not Valid
392,0.1004473865032196
393,Not Valid
394,0.1280389428138733
395,Not Valid
396,0.8458244800567627
397,0.5
398,Not Valid
399,Not Valid
400,Not Valid
401,Not Valid
402,Not Valid
403,Not Valid
404,Not Valid
405,Not Valid
406,Not Valid
407,0.5
408,Not Valid
409,Not Valid
410,Not Valid
411,0.5
412,Not Valid
413,Not Valid
414,Not Valid
415,Not Valid
416,Not Valid
417,Not Valid
418,0.24919819831848145
419,Not Valid
420,Not Valid
421,Not Valid
422,Not Valid
423,Not Valid
424,Not Valid
425,Not Valid
426,Not Valid
427,0.5
428,0.7310753464698792
429,Not Valid
430,Not Valid
431,Not Valid
432,0.12610343098640442
433,0.09214314818382263
434,Not Valid
435,Not Valid
436,Not Valid
437,Not Valid
438,Not Valid
439,Not Valid
440,Not Valid
441,Not Valid
442,0.5
443,Not Valid
444,Not Valid
445,Not Valid
446,Not Valid
447,Not Valid
448,0.10009899735450745
449,Not Valid
450,Not Valid
451,Not Valid
452,Not Valid
453,Not Valid
454,Not Valid
455,Not Valid
456,Not Valid
457,Not Valid
458,Not Valid
459,0.9277143478393555
460,Not Valid
461,Not Valid
462,Not Valid
463,0.20398476719856262
464,Not Valid
465,0.5
466,0.2659621238708496
467,Not Valid
468,0.5
469,Not Valid
470,Not Valid
471,Not Valid
472,Not Valid
473,Not Valid
474,Not Valid
475,Not Valid
476,Not Valid
477,0.7860023975372314
478,Not Valid
479,Not Valid
480,Not Valid
481,Not Valid
482,0.26556161046028137
483,Not Valid
484,0.15828466415405273
485,Not Valid
486,Not Valid
487,0.7947009205818176
488,Not Valid
489,Not Valid
490,Not Valid
491,0.10234007239341736
492,0.5
493,Not Valid
494,0.14230063557624817
495,Not Valid
496,Not Valid
497,0.0043049156665802
498,Not Valid
499,Not Valid
500,Not Valid
501,0.5
502,Not Valid
503,Not Valid
504,Not Valid
505,Not Valid
506,0.20999526977539062
507,0.06405946612358093
508,Not Valid
509,Not Valid
510,Not Valid
511,0.5
512,0.10499987006187439
513,Not Valid
514,0.05191633105278015
515,Not Valid
516,Not Valid
517,Not Valid
518,Not Valid
519,Not Valid
520,0.10349056124687195
521,0.8825353980064392
522,Not Valid
523,0.5
524,Not Valid
525,Not Valid
526,Not Valid
527,Not Valid
528,Not Valid
529,Not Valid
530,Not Valid
531,Not Valid
532,Not Valid
533,Not Valid
534,Not Valid
535,Not Valid
536,0.022169381380081177
537,Not Valid
538,Not Valid
539,Not Valid
540,Not Valid
541,Not Valid
542,0.16969716548919678
543,0.9929267168045044
544,Not Valid
545,Not Valid
546,Not Valid
547,0.1665440797805786
548,Not Valid
549,Not Valid
550,Not Valid
551,Not Valid
552,Not Valid
553,Not Valid
554,0.05907884240150452
555,Not Valid
556,Not Valid
557,Not Valid
558,Not Valid
559,Not Valid
560,Not Valid
561,0.8961189985275269
562,Not Valid
563,Not Valid
564,Not Valid
565,Not Valid
566,0.8649768829345703
567,Not Valid
568,Not Valid
569,Not Valid
570,Not Valid
571,0.8290553092956543
572,0.30481112003326416
573,Not Valid
574,Not Valid
575,Not Valid
576,Not Valid
577,0.05783355236053467
578,Not Valid
579,0.7481303215026855
580,Not Valid
581,Not Valid
582,Not Valid
583,Not Valid
584,0.5
585,Not Valid
586,Not Valid
587,Not Valid
588,Not Valid
589,Not Valid
590,0.3043428063392639
591,Not Valid
592,Not Valid
593,Not Valid
594,Not Valid
595,0.099028080701828
596,Not Valid
597,Not Valid
598,Not Valid
599,Not Valid
600,Not Valid
601,0.1218641996383667
602,Not Valid
603,Not Valid
604,Not Valid
605,Not Valid
606,Not Valid
607,Not Valid
608,0.5
609,0.871985673904419
610,Not Valid
611,0.26333558559417725
612,0.06243109703063965
613,Not Valid
614,Not Valid
615,0.5
616,Not Valid
617,0.9717051982879639
618,0.5
619,Not Valid
620,Not Valid
621,Not Valid
622,Not Valid
623,Not Valid
624,Not Valid
625,Not Valid
626,Not Valid
627,0.1531108021736145
628,Not Valid
629,Not Valid
630,Not Valid
631,Not Valid
632,Not Valid
633,Not Valid
634,Not Valid
635,Not Valid
636,0.0621969997882843
637,0.5
638,Not Valid
639,0.01158374547958374
640,Not Valid
641,Not Valid
642,Not Valid
643,Not Valid
644,0.03437262773513794
645,0.16106614470481873
646,Not Valid
647,Not Valid
648,Not Valid
649,Not Valid
650,Not Valid
651,Not Valid
652,Not Valid
653,Not Valid
654,Not Valid
655,0.0922318696975708
656,Not Valid
657,Not Valid
658,Not Valid
659,Not Valid
660,Not Valid
661,Not Valid
662,0.07416421175003052
663,Not Valid
664,Not Valid
665,Not Valid
666,Not Valid
667,Not Valid
668,0.19622012972831726
669,Not Valid
670,0.028309762477874756
671,Not Valid
672,Not Valid
673,Not Valid
674,Not Valid
675,Not Valid
676,0.3129193186759949
677,Not Valid
678,Not Valid
679,Not Valid
680,0.5
681,0.5
682,Not Valid
683,0.05707332491874695
684,Not Valid
685,Not Valid
686,Not Valid
687,Not Valid
688,Not Valid
689,Not Valid
690,Not Valid
691,Not Valid
692,Not Valid
693,Not Valid
694,Not Valid
695,0.9322023987770081
696,Not Valid
697,Not Valid
698,0.5
699,Not Valid
700,0.8044925928115845
701,Not Valid
702,Not Valid
703,Not Valid
704,0.7577389478683472
705,Not Valid
706,Not Valid
707,Not Valid
708,Not Valid
709,Not Valid
710,Not Valid
711,Not Valid
712,Not Valid
713,0.12428778409957886
714,Not Valid
715,Not Valid
716,0.8389432430267334
717,Not Valid
718,Not Valid
719,Not Valid
720,Not Valid
721,Not Valid
722,Not Valid
723,Not Valid
724,Not Valid
725,Not Valid
726,Not Valid
727,Not Valid
728,Not Valid
729,0.5
730,Not Valid
731,Not Valid
732,0.9913992881774902
733,Not Valid
734,Not Valid
735,Not Valid
736,Not Valid
737,0.8177554607391357
738,Not Valid
739,0.9468684196472168
740,Not Valid
741,Not Valid
742,Not Valid
743,0.12737786769866943
744,Not Valid
745,Not Valid
746,Not Valid
747,Not Valid
748,0.05236038565635681
749,Not Valid
750,Not Valid
751,Not Valid
752,0.028759390115737915
753,Not Valid
754,Not Valid
755,Not Valid
756,Not Valid
757,Not Valid
758,0.20982176065444946
759,Not Valid
760,0.7950848340988159
761,0.8395627737045288
762,0.01810583472251892
763,Not Valid
764,0.23681184649467468
765,Not Valid
766,Not Valid
767,Not Valid
768,Not Valid
769,Not Valid
770,Not Valid
771,0.04844406247138977
772,Not Valid
773,Not Valid
774,0.25506114959716797
775,Not Valid
776,Not Valid
777,Not Valid
778,Not Valid
779,Not Valid
780,Not Valid
781,0.27191630005836487
782,Not Valid
783,Not Valid
784,Not Valid
785,Not Valid
786,Not Valid
787,Not Valid
788,Not Valid
789,Not Valid
790,Not Valid
791,Not Valid
792,Not Valid
793,Not Valid
794,Not Valid
795,0.07261329889297485
796,Not Valid
797,0.7138768434524536
798,0.10573059320449829
799,Not Valid
800,0.05874112248420715
801,Not Valid
802,0.3012457489967346
803,Not Valid
804,Not Valid
805,Not Valid
806,Not Valid
807,0.1756439507007599
808,Not Valid
809,Not Valid
810,Not Valid
811,Not Valid
812,Not Valid
813,Not Valid
814,Not Valid
815,Not Valid
816,0.12207719683647156
817,Not Valid
818,0.5
819,Not Valid
820,Not Valid
821,Not Valid
822,Not Valid
823,0.5
824,Not Valid
825,Not Valid
826,Not Valid
827,Not Valid
828,Not Valid
829,Not Valid
830,Not Valid
831,Not Valid
832,Not Valid
833,Not Valid
834,Not Valid
835,0.9082542061805725
836,Not Valid
837,0.08622714877128601
838,Not Valid
839,Not Valid
840,Not Valid
841,Not Valid
842,Not Valid
843,Not Valid
844,Not Valid
845,Not Valid
846,0.09456530213356018
847,Not Valid
848,Not Valid
849,Not Valid
850,Not Valid
851,Not Valid
852,Not Valid
853,Not Valid
854,Not Valid
855,Not Valid
856,Not Valid
857,Not Valid
858,Not Valid
859,Not Valid
860,Not Valid
861,Not Valid
862,Not Valid
863,0.8893422484397888
864,Not Valid
865,0.24958765506744385
866,Not Valid
867,Not Valid
868,Not Valid
869,Not Valid
870,Not Valid
871,Not Valid
872,Not Valid
873,Not Valid
874,Not Valid
875,Not Valid
876,Not Valid
877,Not Valid
878,Not Valid
879,0.7757110595703125
880,Not Valid
881,Not Valid
882,Not Valid
883,0.831605076789856
884,0.037592411041259766
885,Not Valid
886,Not Valid
887,Not Valid
888,Not Valid
889,Not Valid
890,Not Valid
891,Not Valid
892,Not Valid
893,Not Valid
894,Not Valid
895,Not Valid
896,Not Valid
897,Not Valid
898,Not Valid
899,Not Valid
900,0.09089195728302002
901,Not Valid
902,Not Valid
903,Not Valid
904,Not Valid
905,0.5
906,Not Valid
907,Not Valid
908,Not Valid
909,Not Valid
910,0.12690672278404236
911,Not Valid
912,Not Valid
913,Not Valid
914,Not Valid
915,Not Valid
916,Not Valid
917,Not Valid
918,Not Valid
919,Not Valid
920,Not Valid
921,Not Valid
922,Not Valid
923,0.8201181292533875
924,Not Valid
925,Not Valid
926,Not Valid
927,0.22054585814476013
928,Not Valid
929,Not Valid
930,Not Valid
931,0.7714709043502808
932,Not Valid
933,Not Valid
934,Not Valid
935,Not Valid
936,Not Valid
937,Not Valid
938,Not Valid
939,Not Valid
940,Not Valid
941,Not Valid
942,Not Valid
943,Not Valid
944,Not Valid
945,0.1299723982810974
946,Not Valid
947,Not Valid
948,Not Valid
949,Not Valid
950,Not Valid
951,Not Valid
952,Not Valid
953,0.11106598377227783
954,Not Valid
955,Not Valid
956,Not Valid
957,Not Valid
958,0.7477798461914062
959,Not Valid
960,Not Valid
961,0.017485707998275757
962,Not Valid
963,Not Valid
964,Not Valid
965,Not Valid
966,0.05019870400428772
967,0.2741907238960266
968,Not Valid
969,Not Valid
970,Not Valid
971,Not Valid
972,Not Valid
973,Not Valid
974,Not Valid
975,Not Valid
976,0.09529003500938416
977,0.28505194187164307
978,Not Valid
979,0.5
980,Not Valid
981,0.16455724835395813
982,Not Valid
983,Not Valid
984,Not Valid
985,0.09034314751625061
986,0.7599741220474243
987,0.07847341895103455
988,Not Valid
989,0.7547340393066406
990,0.5
991,Not Valid
992,0.5
993,0.1084001362323761
994,0.8237603902816772
995,Not Valid
996,0.5
997,Not Valid
998,Not Valid
999,Not Valid
1000,Not Valid
1001,Not Valid
1002,Not Valid
1003,Not Valid
1004,Not Valid
1005,0.15012308955192566
1006,0.2553750276565552
1007,Not Valid
1008,Not Valid
1009,Not Valid
1010,Not Valid
1011,0.8174699544906616
1012,Not Valid
1013,Not Valid
1014,Not Valid
1015,Not Valid
1016,Not Valid
1017,0.11628174781799316
1018,Not Valid
1019,Not Valid
1020,Not Valid
1021,Not Valid
1022,Not Valid
1023,Not Valid
1024,0.26174449920654297
1025,Not Valid
1026,Not Valid
1027,0.7754607200622559
1028,Not Valid
1029,Not Valid
1030,Not Valid
1031,Not Valid
1032,0.763653039932251
1033,0.9340591430664062
1034,Not Valid
1035,Not Valid
1036,Not Valid
1037,Not Valid
1038,0.0052335262298583984
1039,Not Valid
1040,Not Valid
1041,Not Valid
1042,Not Valid
1043,Not Valid
1044,Not Valid
1045,0.011381089687347412
1046,Not Valid
1047,Not Valid
1048,Not Valid
1049,0.7516369819641113
1050,Not Valid
1051,0.2327396273612976
1052,Not Valid
1053,Not Valid
1054,Not Valid
1055,Not Valid
1056,Not Valid
1057,Not Valid
1058,Not Valid
1059,Not Valid
1060,Not Valid
1061,Not Valid
1062,Not Valid
1063,Not Valid
1064,Not Valid
1065,Not Valid
1066,Not Valid
1067,Not Valid
1068,0.21683427691459656
1069,0.5
1070,Not Valid
1071,0.7052695751190186
1072,Not Valid
1073,Not Valid
1074,Not Valid
1075,Not Valid
1076,0.10272666811943054
1077,Not Valid
1078,Not Valid
1079,0.15336397290229797
1080,0.9472330212593079
1081,Not Valid
1082,Not Valid
1083,Not Valid
1084,Not Valid
1085,Not Valid
1086,Not Valid
1087,Not Valid
1088,Not Valid
1089,0.5
1090,Not Valid
1091,Not Valid
1092,Not Valid
1093,Not Valid
1094,0.15776628255844116
1095,0.08321988582611084
1096,0.03680449724197388
1097,Not Valid
1098,Not Valid
1099,Not Valid
1100,Not Valid
1101,Not Valid
1102,Not Valid
1103,Not Valid
1104,Not Valid
1105,Not Valid
1106,Not Valid
1107,Not Valid
1108,0.14952006936073303
1109,0.8394099473953247
1110,0.5
1111,Not Valid
1112,Not Valid
1113,Not Valid
1114,0.1710500717163086
1115,Not Valid
1116,Not Valid
1117,0.29358431696891785
1118,Not Valid
1119,Not Valid
1120,Not Valid
1121,Not Valid
1122,0.5
1123,Not Valid
1124,Not Valid
1125,0.26458054780960083
1126,Not Valid
1127,Not Valid
1128,Not Valid
1129,Not Valid
1130,0.2001786231994629
1131,Not Valid
1132,Not Valid
1133,Not Valid
1134,Not Valid
1135,Not Valid
1136,0.11342841386795044
1137,Not Valid
1138,Not Valid
1139,Not Valid
1140,Not Valid
1141,Not Valid
1142,Not Valid
1143,0.8070893287658691
1144,Not Valid
1145,Not Valid
1146,0.17379367351531982
1147,Not Valid
1148,Not Valid
1149,Not Valid
1150,Not Valid
1151,Not Valid
1152,Not Valid
1153,Not Valid
1154,0.5
1155,Not Valid
1156,Not Valid
1157,Not Valid
1158,Not Valid
1159,Not Valid
1160,Not Valid
1161,Not Valid
1162,Not Valid
1163,Not Valid
1164,Not Valid
1165,Not Valid
1166,0.2444009780883789
1167,Not Valid
1168,Not Valid
1169,0.7606855630874634
1170,0.08145955204963684
1171,Not Valid
1172,Not Valid
1173,Not Valid
1174,Not Valid
1175,Not Valid
1176,0.17268106341362
1177,Not Valid
1178,Not Valid
1179,Not Valid
1180,Not Valid
1181,Not Valid
1182,Not Valid
1183,0.0981069803237915
1184,0.13304007053375244
1185,0.015732288360595703
1186,Not Valid
1187,Not Valid
1188,Not Valid
1189,Not Valid
1190,Not Valid
1191,Not Valid
1192,Not Valid
1193,Not Valid
1194,Not Valid
1195,Not Valid
1196,0.8633382320404053
1197,Not Valid
1198,Not Valid
1199,Not Valid
1200,Not Valid
1201,Not Valid
1202,Not Valid
1203,Not Valid
1204,Not Valid
1205,0.12422922253608704
1206,Not Valid
1207,0.7891143560409546
1208,Not Valid
1209,0.8337382078170776
1210,0.9049305319786072
1211,Not Valid
1212,Not Valid
1213,Not Valid
1214,Not Valid
1215,Not Valid
1216,0.07178431749343872
1217,Not Valid
1218,Not Valid
1219,Not Valid
1220,Not Valid
1221,Not Valid
1222,Not Valid
1223,Not Valid
1224,Not Valid
1225,Not Valid
1226,0.048233240842819214
1227,Not Valid
1228,Not Valid
1229,Not Valid
1230,Not Valid
1231,0.3172539472579956
1232,Not Valid
1233,0.7940022945404053
1234,Not Valid
1235,Not Valid
1236,Not Valid
1237,0.5
1238,Not Valid
1239,Not Valid
1240,0.040071040391922
1241,0.1837053894996643
1242,Not Valid
1243,Not Valid
1244,Not Valid
1245,Not Valid
1246,Not Valid
1247,0.1143675148487091
1248,0.19628426432609558
1249,Not Valid
1250,Not Valid
1251,Not Valid
1252,Not Valid
1253,Not Valid
1254,Not Valid
1255,Not Valid
1256,Not Valid
1257,Not Valid
1258,Not Valid
1259,Not Valid
1260,Not Valid
1261,Not Valid
1262,Not Valid
1263,Not Valid
1264,Not Valid
1265,Not Valid
1266,Not Valid
1267,Not Valid
1268,Not Valid
1269,Not Valid
1270,0.033718377351760864
1271,Not Valid
1272,0.8192290663719177
1273,Not Valid
1274,Not Valid
1275,Not Valid
1276,Not Valid
1277,0.8644174337387085
1278,Not Valid
1279,Not Valid
1280,Not Valid
1281,Not Valid
1282,Not Valid
1283,Not Valid
1284,Not Valid
1285,Not Valid
1286,Not Valid
1287,Not Valid
1288,Not Valid
1289,Not Valid
1290,Not Valid
1291,Not Valid
1292,Not Valid
1293,Not Valid
1294,Not Valid
1295,Not Valid
1296,Not Valid
1297,Not Valid
1298,Not Valid
1299,Not Valid
1300,Not Valid
1301,Not Valid
1302,0.2551038861274719
1303,Not Valid
1304,Not Valid
1305,Not Valid
1306,Not Valid
1307,Not Valid
1308,Not Valid
1309,Not Valid
1310,Not Valid
1311,Not Valid
1312,0.10336267948150635
1313,Not Valid
1314,Not Valid
1315,Not Valid
1316,0.19489726424217224
1317,Not Valid
1318,Not Valid
1319,Not Valid
1320,Not Valid
1321,Not Valid
1322,Not Valid
1323,Not Valid
1324,Not Valid
1325,Not Valid
1326,Not Valid
1327,Not Valid
1328,Not Valid
1329,Not Valid
1330,Not Valid
1331,Not Valid
1332,Not Valid
1333,Not Valid
1334,Not Valid
1335,Not Valid
1336,Not Valid
1337,Not Valid
1338,0.23072415590286255
1339,0.1611361801624298
1340,Not Valid
1341,Not Valid
1342,Not Valid
1343,Not Valid
1344,Not Valid
1345,0.5
1346,0.5
1347,Not Valid
1348,Not Valid
1349,Not Valid
1350,Not Valid
1351,0.09289515018463135
1352,Not Valid
1353,0.2003559172153473
1354,0.7600042223930359
1355,Not Valid
1356,0.7146594524383545
1357,Not Valid
1358,Not Valid
1359,Not Valid
1360,Not Valid
1361,Not Valid
1362,Not Valid
1363,0.2454599142074585
1364,Not Valid
1365,Not Valid
1366,Not Valid
1367,0.7390408515930176
1368,Not Valid
1369,0.1483718454837799
1370,Not Valid
1371,Not Valid
1372,Not Valid
1373,0.7597422003746033
1374,0.7733606696128845
1375,Not Valid
1376,0.7542567253112793
1377,Not Valid
1378,Not Valid
1379,Not Valid
1380,Not Valid
1381,Not Valid
1382,Not Valid
1383,0.2860913872718811
1384,Not Valid
1385,Not Valid
1386,Not Valid
1387,Not Valid
1388,Not Valid
1389,Not Valid
1390,0.1324157416820526
1391,Not Valid
1392,Not Valid
1393,Not Valid
1394,0.7600463628768921
1395,0.9275896549224854
1396,Not Valid
1397,Not Valid
1398,0.15152081847190857
1399,Not Valid
1400,Not Valid
1401,Not Valid
1402,Not Valid
1403,0.8975709676742554
1404,Not Valid
1405,Not Valid
1406,Not Valid
1407,Not Valid
1408,Not Valid
1409,0.7045382261276245
1410,Not Valid
1411,Not Valid
1412,Not Valid
1413,Not Valid
1414,Not Valid
1415,Not Valid
1416,Not Valid
1417,Not Valid
1418,Not Valid
1419,Not Valid
1420,Not Valid
1421,0.6705722808837891
1422,Not Valid
1423,Not Valid
1424,Not Valid
1425,Not Valid
1426,0.16798508167266846
1427,Not Valid
1428,0.1555820107460022
1429,Not Valid
1430,Not Valid
1431,0.018347591161727905
1432,Not Valid
1433,0.8748425245285034
1434,Not Valid
1435,0.1963510811328888
1436,0.7509902715682983
1437,Not Valid
1438,0.14122208952903748
1439,Not Valid
1440,Not Valid
1441,0.10003608465194702
1442,0.5
1443,Not Valid
1444,Not Valid
1445,Not Valid
1446,Not Valid
1447,Not Valid
1448,0.10380765795707703
1449,Not Valid
1450,Not Valid
1451,Not Valid
1452,0.5
1453,Not Valid
1454,Not Valid
1455,Not Valid
1456,Not Valid
1457,0.15984776616096497
1458,Not Valid
1459,Not Valid
1460,Not Valid
1461,0.19380897283554077
1462,0.03001880645751953
1463,Not Valid
1464,Not Valid
1465,0.7081500291824341
1466,Not Valid
1467,Not Valid
1468,0.022028416395187378
1469,Not Valid
1470,Not Valid
1471,Not Valid
1472,Not Valid
1473,Not Valid
1474,Not Valid
1475,Not Valid
1476,Not Valid
1477,Not Valid
1478,0.2034623622894287
1479,0.7518811225891113
1480,Not Valid
1481,Not Valid
1482,Not Valid
1483,Not Valid
1484,Not Valid
1485,Not Valid
1486,0.2544803023338318
1487,0.09463080763816833
1488,Not Valid
1489,0.7130301594734192
1490,Not Valid
1491,Not Valid
1492,Not Valid
1493,0.5
1494,Not Valid
1495,Not Valid
1496,0.08893609046936035
1497,Not Valid
1498,Not Valid
1499,Not Valid
1500,Not Valid
1501,0.07542407512664795
1502,Not Valid
1503,Not Valid
1504,Not Valid
1505,Not Valid
1506,Not Valid
1507,0.7001050114631653
1508,Not Valid
1509,Not Valid
1510,Not Valid
1511,Not Valid
1512,0.5
1513,0.1314738392829895
1514,0.048928916454315186
1515,0.7762635946273804
1516,Not Valid
1517,0.5
1518,0.5
1519,0.24706479907035828
1520,Not Valid
1521,Not Valid
1522,0.05294021964073181
1523,Not Valid
1524,Not Valid
1525,Not Valid
1526,Not Valid
1527,Not Valid
1528,0.5
1529,Not Valid
1530,Not Valid
1531,Not Valid
1532,0.9095603227615356
1533,Not Valid
1534,0.5
1535,Not Valid
1536,Not Valid
1537,Not Valid
1538,Not Valid
1539,Not Valid
1540,Not Valid
1541,Not Valid
1542,Not Valid
1543,Not Valid
1544,Not Valid
1545,Not Valid
1546,0.5
1547,0.8039376139640808
1548,Not Valid
1549,0.7717957496643066
1550,Not Valid
1551,Not Valid
1552,Not Valid
1553,0.5
1554,Not Valid
1555,Not Valid
1556,Not Valid
1557,0.5
1558,Not Valid
1559,Not Valid
1560,Not Valid
1561,Not Valid
1562,0.24479076266288757
1563,Not Valid
1564,0.5
1565,Not Valid
1566,0.2956579923629761
1567,Not Valid
1568,Not Valid
1569,Not Valid
1570,Not Valid
1571,Not Valid
1572,Not Valid
1573,Not Valid
1574,Not Valid
1575,Not Valid
1576,Not Valid
1577,Not Valid
1578,Not Valid
1579,0.09286114573478699
1580,Not Valid
1581,Not Valid
1582,Not Valid
1583,Not Valid
1584,Not Valid
1585,Not Valid
